Aalénien_N	aalénien_A
calamine_N	décalaminage_N
calamiteux_A	calamité_N
calamité_N	calamiteux_A
calamophile_N	calamophilie_N
calcaire_N	calcareux_A
calcaire_N	calcicole_A
calcaire_N	calcifié_V
calcaire_N	calcifuge_A
calcaire_N	calcin_N
calcaire_N	calciothermie_X
calcaire_N	calciphobe_X
calcaire_N	calcschiste_N
calcicole_A	calcaire_N
calcifier_V	calcification_X
calcifuge_A	calcaire_N
calcifuge_A	calcifugie_N
calcimètre_N	calcimétrie_X
calcimètre_N	calcimétrique_X
calcimètre_N	calcimétriquement_X
calciurie_N	hypercalciuriefr_X
calcschiste_N	calcshale_X
calculatoire_A	calculateurfr_X
calculatrice_N	calcul_X
calculatrice_N	calculateur_A
calculatrice_N	calculer_V
calculatrice_N	calculette_N
calcédoine_N	calcédoineuxfr_X
calcédoine_N	calcédonieuxfr_X
calcémie_N	hypercalcémie_N
calcémie_N	hypocalcémie_N
calcéole_N	calcéoléfr_X
calcéoliforme_A	calcéolairefr_X
calcéologiste_N	calcéologie_X
calebasse_N	calbassier_N
calembour_N	calembouresque_A
calembour_N	calembouriste_N
calendes_N	calendaire_A
calendes_N	calendrier_N
calendrier_N	calendaire_A
calendrier_N	calendes_N
calepin_N	calepinage_N
caleçon_N	calecer_V
caleçon_N	caleçonnade_N
caleçon_N	caleçonnier_N
calfat_N	calfatage_N
calfatage_N	calfat_N
calfater_V	calfat_N
calfater_V	calfatage_N
calfater_V	calfateur_N
calfater_V	calfatin_N
calfeutrer_V	calfeutragefr_X
caliborgne_A	borgnefr_X
calibrer_V	calibreur_N
calibrer_V	surcalibrerfr_X
calicule_N	caliculé_A
califourchon_D	califourchonner_V
calige_N	caligule_N
caligynéphobe_A	caligynéphobie_X
calligraphe_N	calligraphiefr_X
calligraphe_N	calligraphierfr_X
calligraphe_N	calligraphiquefr_X
calligraphie_N	calligraphe_N
calligraphie_N	calligraphique_A
callipyge_A	callipygie_N
callipédie_N	callipédique_A
callisthénie_N	callisthénique_X
callitypie_N	callitype_X
callitypie_N	callitypiste_X
callune_N	callunaie_N
calmement_D	calmant_X
calmement_D	calme_X
calmement_D	calmer_X
calmir_V	accalmiefr_X
calmir_V	accalmirfr_X
calomnie_N	calomniateur_N
calomnie_N	calomniatrice_N
calomnie_N	calomnier_V
calomnie_N	calomnieuse_A
calomnie_N	calomnieusement_D
calomnie_N	calomnieux_A
calomnier_V	calomniable_A
calomnier_V	calomniateur_N
calomnier_V	calomniatrice_N
calomnier_V	calomnie_N
calomnier_V	calomnieuse_A
calomnier_V	calomnieusement_D
calomnier_V	calomnieux_A
calomnieux_A	calomniateur_N
calomnieux_A	calomniatrice_N
calomnieux_A	calomnie_N
calomnieux_A	calomnier_V
calomnieux_A	calomnieusement_D
calorifuge_A	calorifuger_V
calorimètre_N	calorimétrie_N
calorimètre_N	calorimétrique_A
calorimètre_N	calorimétriquement_X
calorimétrique_A	calorimétriquement_X
calorique_A	acalorique_A
calorique_A	caloriquementfr_X
caloriser_V	calorisateurfr_X
caloriser_V	calorisationfr_X
calotin_A	calotinocratie_N
calotrope_N	calotropinefr_X
calquer_V	calqueur_N
calquer_V	calqueuse_N
calquer_V	décalquer_V
calvaire_N	caltor_X
calvaire_N	calvette_N
calvaire_N	calvince_I
calvaire_N	calvâse_I
calvaire_N	calvâsse_I
calvaire_N	joualvère_I
calviniste_A	calvinisme_X
calycanthe_N	calycanthacéefr_X
calédonien_A	langfrCalédonie_X
calédonien_A	néocalédonien_A
camarade_N	camarader_V
camarade_N	camaraderie_X
camargue_N	camarguais_A
cambiste_N	cambisme_N
cambrien_N	précambrien_A
cambriole_N	cambrioler_V
cambrioler_V	cambriolage_N
cambrioler_V	cambrioleur_N
cambrioler_V	cambrioleuse_N
cambrioler_V	recambrioler_V
cambrousse_N	cambrousard_N
cambrousse_N	cambrousier_N
cambrousse_N	cambroussard_N
cambrousse_N	cambroussier_N
cambuse_N	cambusier_X
camelote_N	came_X
camelote_N	camelot_X
camelotier_N	camelotte_N
camerlingue_N	camerlingatfrcamerlingat_X
camisade_N	camisard_X
camoufler_V	camouflable_A
camoufler_V	camouflage_X
camoufler_V	camoufleur_X
camoufler_V	moufler_V
campaniste_N	campanaire_X
campaniste_N	campanier_X
campaniste_N	campaniforme_X
campaniste_N	campanile_X
campaniste_N	campanologie_N
campanologie_N	campanaire_X
campanologie_N	campanile_X
campanule_N	campanulacées_N
camphorique_A	camphorate_N
camphre_N	camphorides_N
camphre_N	camphoroïde_A
camphre_N	camphrer_V
camphre_N	camphrier_N
camphre_N	camphrothérapie_N
camphre_N	solucamphre_N
camphrer_V	camphrable_A
camphrer_V	camphreur_N
camphrer_V	camphré_A
camphrer_V	recamphrer_V
campiner_V	campin_X
campylobacter_N	campylobactériosefr_X
campène_N	campanefr_X
campène_N	champagnefr_X
caméliculture_N	camélin_N
caméliculture_N	camélologie_X
camélidé_A	caméliculture_N
camélidé_A	camélin_N
camélidé_A	caméliâtre_X
camélidé_A	camélodrome_N
camélidé_A	camélologie_X
camélidé_A	camélomane_X
caméléon_N	caméléonien_A
caméra_N	caméscope_N
caméra_N	minicaméra_X
caméra_N	webcam_X
caméral_A	bicaméralfr_X
caméral_A	monocaméralfr_X
caméral_A	unicaméralfr_X
canadian_A	Canada_X
canadianisation_N	Canada_X
canadianisation_N	canadianiser_V
canadianisation_N	canadianisme_N
canadianisation_N	canadien_A
canadianiser_V	Canada_X
canadianiser_V	canadianisation_N
canadianiser_V	canadianisme_N
canadianiser_V	canadien_A
canadianiser_V	décanadianiser_V
canadianiser_V	recanadianiser_V
canadien_A	Canadian_X
canadien_A	anticanadien_X
canadien_A	canadianisation_N
canadien_A	canadianiser_V
canadien_A	canadianisme_N
canadien_A	canadianiste_N
canadien_A	canadienne_A
canadien_A	intercanadien_X
canadien_A	intracanadien_X
canadien_A	pancanadien_A
canadien_A	procanadien_X
canadienneté_N	canadianisme_N
canaille_N	canailleriefr_X
canaille_N	canaillocratiefr_X
canaille_N	canailloufr_X
canalicule_N	canaliculairefr_X
canalicule_N	canaliculéfr_X
canaliser_V	canalisablefr_X
canaliser_V	canalisateurfr_X
canaliser_V	canalisationfr_X
canaliser_V	canaliseurfr_X
canamelle_N	cannamélistefr_X
canayen_A	Canadian_X
canayen_A	Canadien_N
canayen_A	Canayen_N
cancaner_V	cancanement_N
cancellaresque_A	cancellaresca_X
canceller_V	cancellation_X
cancéreux_A	anticancéreux_A
cancéreux_A	chancreuxfr_X
cancéreux_A	procancéreux_A
cancérogenèse_N	cancérigènement_D
cancérogenèse_N	cancérogène_A
cancérogenèse_N	cancérogénicité_N
cancérogène_A	cancérogénicité_N
cancérogène_A	cancérogénéité_X
cancérogénicité_N	cancérogène_A
cancérologue_N	cancérologie_N
candaule_N	candaulisme_N
candaulisme_N	candaule_N
candeur_N	candide_X
caneton_N	canette_N
canette_N	caneton_N
canette_N	canneton_X
caniche_N	s’encanicher_V
caniculaire_A	Sirius_X
caniculaire_A	août_N
caniculaire_A	canicule_N
caniculaire_A	juillet_X
canicule_N	caniculaire_A
caniveau_N	canivelle_N
canivetie_N	canivettiste_N
canivettiste_N	canivetie_N
cannabinomane_N	cannabinomanie_X
cannabinoïde_A	anticannabinoïde_X
cannabinoïde_A	endocannabinoïde_N
cannabinoïde_A	phytocannabinoïde_X
canneler_V	cannelurefr_X
canneler_V	canneléfr_X
cannibalisme_N	cannibale_X
cannibalisme_N	cannibalesque_X
cannibalisme_N	cannibalisation_N
cannibalisme_N	cannibaliser_V
cannibalisme_N	endocannibalisme_N
cannibalisme_N	exocannibalisme_N
canonique_A	canoniquement_D
canonique_A	deutérocanonique_A
canoniser_V	canonisationfr_X
canot_N	canotable_A
canot_N	canotage_N
canot_N	canoter_V
canot_N	canotier_X
canotage_N	canot_N
canoter_V	canotable_A
canoter_V	canotage_N
canoë_N	canoraft_N
canoë_N	canoéisme_N
canoë_N	canoéiste_N
cantharide_N	cantharider_V
cantharide_N	cantharididés_N
cantharide_N	cantharidine_N
cantharide_N	cantharidé_A
cantine_N	cantiner_V
cantine_N	cantinier_X
cantine_N	cantinière_N
cantique_N	cantionnaire_N
cantologie_N	cantologique_A
cantoniser_V	cantonisationfr_X
cantonnement_N	cantonSenschemindefercanton_X
cantonnement_N	cantonnier_N
cantonner_V	cantonnement_N
cantonner_V	cantonné_A
cantonnier_N	canton_X
canule_N	canular_N
canule_N	canuler_V
canuler_V	canulant_A
caodaïsme_N	caodaïste_A
caoua_N	kaouadji_N
caoutchouter_V	décaoutchouter_V
caoutchouteux_A	caoutchoutique_A
caoutchoutique_A	caoutchouteux_A
capacitaire_N	surcapacitairefr_X
caparaçon_N	caparaçonner_V
caparaçon_N	carapace_X
caparaçonner_V	caparaçonnement_X
capeler_V	capelage_N
capillabélophile_N	capillabélophilie_X
capillaire_A	capillarité_N
capillaire_A	cheveu_X
capillarité_N	électrocapillarité_N
capilliculteur_N	capilliculture_N
capilliculture_N	capilliculteur_N
capitainat_N	capitaine_N
capitainat_N	capitan_X
capitaine_N	capitainat_N
capitaine_N	capitainerie_N
capitaine_N	capitainesse_A
capitaine_N	capitan_X
capitaine_N	capitanat_X
capitaliser_V	capitalisable_A
capitaliser_V	capitalisation_X
capitaliser_V	recapitaliser_V
capitaliste_A	anticapitaliste_A
capitaliste_A	capitalistique_A
capitaliste_A	capitalistiquement_D
capitaliste_A	procapitaliste_X
capitalistique_A	capitalistiquement_D
capitation_N	capiter_V
capiter_V	décapiterfr_X
capitonner_V	capitonné_A
capituler_V	capitulard_N
capituler_V	capitulation_X
capituler_V	recapituler_V
capituler_V	récapitulerfr_X
caplan_N	caplanier_N
capnie_N	hypercapnie_N
capnie_N	hypocapnie_N
capnographie_N	capnographique_A
capnographie_N	capnométrie_N
capnographie_N	capnométrique_A
capnomètre_N	capnométriefr_X
capnomètre_N	capnométriquefr_X
capnométrie_N	capnographie_N
capnométrie_N	capnographique_A
capnométrie_N	capnométrique_A
capoc_N	capoquier_N
capoter_V	capotant_V
capoter_V	capoté_A
capoté_A	capot_A
capoté_A	capotant_V
capoté_A	capoter_V
capricieusement_D	caprice_X
capricieusement_D	capricieux_A
caprification_N	caprin_X
caprification_N	caprique_A
caprification_N	caprolactame_X
caprification_N	caproïque_X
caprification_N	caprylique_A
caprimulgidés_N	caprimulge_N
caprimulgidés_N	caprimulgidé_N
caprimulgiformes_N	caprimulgiforme_N
capsulaire_A	bicapsulaire_A
capsulaire_A	multicapsulaire_A
capsulaire_A	tricapsulaire_A
capsulaire_A	unicapsulaire_A
capter_V	captable_A
capter_V	captage_N
capter_V	captateur_N
capter_V	captation_N
capter_V	captativité_X
capter_V	captatoire_A
capter_V	captatrice_N
capter_V	capteur_N
capter_V	recapter_V
capteur_N	autocapteur_N
capteur_N	capter_V
captif_A	capter_V
captif_A	captiver_V
capuche_N	capuchon_X
capucin_N	capuccinofr_X
capucin_N	capucinade_N
capucin_N	capucinal_A
capucin_N	capucine_N
capucin_N	capuciner_V
capucin_N	capucinerie_N
capucin_N	capucinière_N
caque_N	caquer_V
caque_N	caqueret_N
caque_N	caquette_N
caque_N	caqueur_N
caque_N	caquète_N
caque_N	encaquer_V
caque_N	encaqueur_N
caque_N	écaqueur_N
caquer_V	caqueur_N
caquer_V	caqueux_N
caquer_V	caqûre_N
caqueter_V	caqueteur_N
caqueter_V	caquètement_N
carabiner_V	carabiné_X
carabistouille_N	carabistouilleur_A
carabistouille_N	carabistouilleuse_A
caracore_N	caraque_A
caracouler_V	caracoulement_N
caractère_N	caractériel_A
caractère_N	caractériser_V
caractère_N	caractérisme_N
caractère_N	caractéristique_A
caractériser_V	caractère_N
caractériser_V	caractérisation_N
caractériser_V	caractéristique_A
carafe_N	carafage_N
carafe_N	carafer_V
carafe_N	carafon_N
carafe_N	recarafer_V
carafer_V	carafage_N
carafer_V	recarafer_V
carambole_N	carambolagefr_X
carambole_N	carambolerfr_X
carambole_N	caramboleurfr_X
carambole_N	carambolierfr_X
caramboler_V	carambolage_N
caramboler_V	caramboleur_N
caraméler_V	caramélé_A
caramélisation_N	caramel_X
caramélisation_N	caraméliser_V
caramélisation_N	caramélisé_V
caramélisation_N	caramélé_A
caraméliser_V	caramélisation_N
caraméliser_V	caramélisé_V
caraméliser_V	recaraméliser_V
caravagesque_A	caravagisme_N
caravagesque_A	caravagiste_A
caravagisme_N	caravagesque_A
caravagisme_N	caravagiste_A
caravagiste_A	caravagisme_N
caravane_N	autocaravane_N
caravane_N	caravaning_N
caravane_N	caravansérail_N
caravane_N	van_X
caraïte_N	caraïsme_N
carbocentrisme_N	carbocentrique_X
carbocentrisme_N	carbocentriste_N
carbocentriste_N	carbocentrisme_N
carbochimie_N	carbochimique_A
carbonique_A	acide_X
carbonique_A	carbone_X
carbonique_A	osé_A
carbonique_A	oxygène_N
carbonomètre_N	carbonimétriefr_X
carbonomètre_N	carbonométriefr_X
carboxylation_N	carboxyle_X
carboxylique_A	carbonyle_N
carboxylique_A	carboxylate_X
carboxylique_A	carboxylation_N
carboxylique_A	carboxyle_X
carboxylique_A	dicarboxylique_A
carboxylique_A	monocarboxylique_A
carboxylique_A	tricarboxylique_A
carburant_N	agrocarburant_N
carburant_N	algocarburant_N
carburant_N	biocarburant_N
carburant_N	carburoculture_N
carburant_N	lipocarburant_N
carbure_N	halocarbure_N
carbure_N	hydrocarbure_N
carbure_N	radiocarbure_N
carburoculture_N	biocarburant_N
carburoculture_N	carburant_N
carcailler_V	carcaillot_N
carcaillot_N	carcailler_V
carcasse_N	carcasser_X
carcasse_N	carcassier_A
carcasse_N	décarcasser_X
carcinome_N	basocellulaire_A
carcinome_N	carcinomateux_A
carcinome_N	spinocellulaire_A
carcéral_A	anticarcéralfr_X
carcéral_A	carcéralisationfr_X
carcéral_A	incarcérer_V
carde_N	cardage_N
carde_N	carder_V
carde_N	cardeur_N
carde_N	cardère_N
carder_V	recarder_V
cardial_A	cardia_N
cardial_A	cardiaque_A
cardinaliser_V	recardinaliser_V
cardiogramme_N	ballistocardiogramme_X
cardiogramme_N	cardiographe_N
cardiogramme_N	cardiographie_N
cardiogramme_N	cardioscope_X
cardiogramme_N	radiocardiogramme_X
cardiogramme_N	vectocardiogramme_X
cardiogramme_N	électrocardiogramme_N
cardiologie_N	cardiologique_A
cardiologie_N	cardiologue_N
cardiologique_A	cardio_A
cardiologue_N	cardiologie_N
cardiopathie_N	cardiopathe_X
cardiopathie_N	cardiopathique_X
cardiopathie_N	cardiopathologie_X
cardiotoxine_N	cardiotoxicité_X
cardiotoxine_N	cardiotoxique_X
cardioïde_A	hypercardioïde_A
cardioïde_A	infracardioïde_X
cardère_N	carde_N
cardère_N	carder_V
carence_N	carencer_V
carence_N	carenciel_X
carence_N	carentiel_A
caresse_N	caresser_V
caresse_N	microcaresse_N
cargneule_N	cargneulisation_X
cargneule_N	cargneuliser_X
cargneule_N	cargneulisé_X
cariamidés_N	cariamidé_N
cariamiformes_N	cariamiforme_N
carillonner_V	carillonné_V
carioca_A	Rio_X
carmel_N	carmefr_X
carmel_N	carmélitainefr_X
carmel_N	carmélitainfr_X
carmel_N	carmélitefr_X
carmélite_A	carmélitain_A
carmélite_A	carmélitaine_A
carnavalisme_N	carnavaleux_N
carnavalisme_N	carnavalier_A
carnavalisme_N	carnavaliste_X
carnavalisme_N	carnavalière_A
carneler_V	carnelage_X
carnet_N	Web_X
carnet_N	blogue_X
carnifier_V	carnification_N
carnifier_V	carnifié_A
carnivorie_N	carnivore_X
carolinien_A	carolingienfr_X
carolopolitain_A	carolomacérien_A
caroncule_N	caronculairefr_X
caroncule_N	caronculeuxfr_X
caroncule_N	caronculéfr_X
carotte_N	carothèque_N
carotte_N	carotter_V
carotte_N	carotène_N
carotte_N	lcarottagefr_X
carotter_V	carottier_N
carotène_N	carotinoïde_N
carotène_N	caroténoïde_N
caroube_N	caroubier_A
caroubier_A	néré_N
carpatique_A	précarpatique_X
carpatique_A	subcarpatique_A
carphologie_N	carphologique_A
carpiculture_N	carpe_X
carpophobie_N	carpophobe_X
carreler_V	carrelagefr_X
carreler_V	carrelurefr_X
carreler_V	recarrelerfr_X
carrelier_N	carrelage_N
carrelier_N	carreler_V
carrelier_N	carrelette_N
carrelier_N	carreleur_N
carriérisme_N	carriériste_N
carriériste_N	carriérisme_N
cartelliser_V	cartelliste_A
cartographie_N	cartographier_V
cartographie_N	cartographiquefr_X
cartographier_V	recartographier_V
cartomancie_N	cartomancien_N
cartomancie_N	cartomancienne_N
cartomancie_N	cartomantique_X
cartomanie_N	cartomane_N
cartonnage_N	carton_X
cartonnage_N	cartonneurfr_X
cartonner_V	cartonnagefr_X
cartonner_V	cartonneurfr_X
cartonner_V	encartonnerfr_X
cartonner_V	recartonnerfr_X
cartonnerie_N	cartonnier_N
cartonnier_N	cartonnerie_N
cartophile_A	cartophiliefr_X
cartophile_A	cartophiliquefr_X
cartouchier_N	cartouchière_N
cartouchière_N	cartouchier_N
cartésianisme_N	cartésien_A
caryote_N	acaryotefr_X
caryote_N	dicaryotefr_X
caryote_N	eucaryotefr_X
caryote_N	procaryotefr_X
carène_N	carénage_N
carène_N	caréner_V
carénage_N	carène_N
carénage_N	caréner_V
caréner_V	carène_N
caréner_V	caréné_A
caréné_A	caréner_V
carême_N	carêmer_V
carême_N	décarêmer_V
casanova_N	casanovien_A
cascadelle_N	cascade_X
cascarot_N	Kaskarotakeu_X
casemater_V	casematé_A
caser_V	casement_X
caser_V	décaser_V
caserne_N	casernement_N
caserne_N	caserner_V
caserne_N	casernier_X
caserne_N	recaserner_V
casière_N	casier_X
casquette_N	casque_X
casquette_N	casquettard_N
casquette_N	casquettier_N
cassie_N	cassierfr_X
cassitéride_N	Cassitéridesfr_X
cassitéride_N	cassitéritefr_X
cassitérite_N	Cassitérides_X
cassotte_N	casserolefr_X
castagneur_N	castagne_X
castagneur_N	castagner_V
castanéiculture_N	castanéiculteur_N
castellologue_N	castellologie_N
caster_V	précaster_V
castillan_A	castillanisation_N
castillan_A	castillaniser_V
castillan_A	castillanisme_N
castillan_A	castillanophone_A
castillaniser_V	castillanisation_N
castramétation_N	castrométrie_N
castramétation_N	château_N
castrateur_A	castrat_N
castrateur_A	castration_X
castrateur_A	castrer_V
castrer_V	castrat_N
castrer_V	castrateur_A
castrer_V	castration_X
castrer_V	castratrice_A
castrisme_N	anticastrismefr_X
castrisme_N	anticastristefr_X
castrisme_N	castriste_A
castrisme_N	philocastrisme_N
castrisme_N	philocastriste_A
castriste_A	anticastrismefr_X
castriste_A	anticastristefr_X
castriste_A	castrismefr_X
castriste_A	philocastrisme_N
castriste_A	philocastriste_A
castrométrie_N	castramétation_N
casualisable_A	casuel_A
casualiser_V	casuel_A
casualiser_V	décasualiser_V
casuariidés_N	casuariidé_N
casuariiformes_N	casuariiforme_N
casuel_A	casualisable_A
casuel_A	casualisation_N
casuel_A	casualiser_V
casuel_A	casualisme_N
casuel_A	casualisé_A
casuel_A	casualité_N
casuel_A	casuellement_D
casuiste_N	casuistique_N
casuiste_N	casuistiquer_V
casuistique_N	casuistiquer_V
caséologie_N	caséologue_N
caséologue_N	caséologie_N
catabolique_A	catabolisme_N
catachronie_N	anachronie_N
catadioptre_N	catadioptrique_N
catafalque_N	catafalqueux_X
catafalque_N	catafaltique_A
catafaltique_A	catafalqueux_X
cataglottique_A	cataglottismefr_X
cataglottisme_N	cataglottiquefr_X
catalanophobie_N	catalanisme_X
catalanophobie_N	catalanophobe_X
catalecte_A	catalectes_N
catalectes_N	acatalectique_A
catalectes_N	catalectique_A
catalogage_N	catalographe_N
catalogage_N	catalographie_N
catalogage_N	catalographique_N
catalographe_N	catalographie_N
catalographe_N	catalographique_N
catalographie_N	catalographe_N
catalographie_N	catalographique_N
catalographique_N	catalographe_N
catalographique_N	catalographie_N
catalpa_N	catalpique_A
catalyse_N	catalyser_V
catalyse_N	catalyseur_N
catalyse_N	catalytique_A
catalyse_N	cocatalyse_N
catalyse_N	cocatalyseur_N
catalyseur_N	catalytique_A
catalytique_A	catalytiquement_D
catamite_N	chattemite_N
catamnestique_A	catamnèse_X
cataphasie_N	acataphasiefr_X
cataphractaire_N	cataphracte_N
cataplexie_N	cataplectique_A
catapulter_V	catapulteurfr_X
catarrhe_N	catarrhal_A
catarrhe_N	catarrhectiquefr_X
catarrhe_N	catarrheuxfr_X
catastrophique_A	catastrophe_X
catastrophique_A	catastropher_V
catastrophique_A	catastrophisme_N
catastrophiquement_D	catastrophique_A
catastrophisme_N	anticatastrophisme_X
catastrophisme_N	néocatastrophisme_X
catastérisation_N	catastérisme_N
catastériser_V	catastérisation_N
catastériser_V	catastérisme_N
catastérisme_N	catastérisation_N
catcheur_N	catch_X
catcheur_N	catcher_X
cathare_A	catharismefr_X
cathare_A	catharistefr_X
cathare_A	catharsis_X
catharisme_N	catharistefr_X
cathariste_N	catharismefr_X
catharsie_N	anacatharsiefr_X
catharsie_N	cathartique_A
catharsie_N	hypercatharsiefr_X
catharsie_N	hypocatharsiefr_X
cathartidés_N	cathartidé_N
cathartique_A	anacatharse_N
cathartique_A	catharsie_N
cathartique_A	catharsis_X
cathartique_A	cathartine_N
cathartique_A	cathartiser_V
cathemérin_A	amphémérinfr_X
cathemérin_A	méthémérinfr_X
catholiciser_V	recatholiciser_V
catholicisme_N	catho_A
catholicisme_N	catholicisant_A
catholicisme_N	catholicisation_X
catholicisme_N	catholique_A
catholicisme_N	catholisation_N
catholicisme_N	cathophobe_A
catholicisme_N	néocatholicisme_N
catholique_A	acatholiquefr_X
catholique_A	catholiciserfr_X
catholique_A	catholicismefr_X
catholique_A	catholicissimefr_X
catholique_A	catholicitéfr_X
catholique_A	catholicosfr_X
catholique_A	catholicossatfr_X
catholique_A	catholiquementfr_X
catholique_A	catholissimefr_X
catholique_A	cathosphèrefr_X
catholique_A	décatholiciserfr_X
catholique_A	recatholiciserfr_X
catholiquement_D	bigottement_X
catholiquement_D	chrétiennement_D
cathèdre_N	chaire_X
cathèdre_N	chaise_N
cathèdre_N	chaière_X
cathèdre_N	chayère_X
cathédral_A	cathédrale_N
cathédral_A	cathédralique_A
cathédrer_V	cathédrant_N
cathérèse_N	cathérétique_A
cathéter_N	cathétériser_V
cathéter_N	cathétérisme_N
cathétériser_V	cathétérisme_N
cathétérisme_N	cathéter_N
cathétérisme_N	cathétériser_V
catin_N	catinerfr_X
catin_N	catinismefr_X
catissage_N	catisseur_N
catisseur_N	cati_X
catisseur_N	catir_X
catisseur_N	catissage_N
catisseur_N	catissoir_N
catoptromancie_N	catoptromancien_X
catoptrophobe_N	catoptrophobiefr_X
catéchine_N	pyrocatéchine_N
catéchine_N	épicatéchine_N
catéchisme_N	catéchismer_V
catéchumène_N	catéchuménat_N
catéchumène_N	catéchuménie_N
catéchèse_N	catéchisme_N
catégorie_N	catégorial_A
catégorie_N	catégoriel_A
catégorie_N	catégorique_A
catégorie_N	catégoriquement_D
catégorie_N	catégorisant_A
catégorie_N	catégorisateur_X
catégorie_N	catégorisation_N
catégorie_N	catégorisatrice_X
catégorie_N	catégoriser_V
catégorie_N	catégorèmefr_X
catégorie_N	décatégoriser_V
catégorie_N	recatégoriser_V
catégoriel_A	catégoriellement_D
catégorique_A	catégorie_N
catégorique_A	catégoriel_A
catégorique_A	catégoriquement_D
catégoriquement_D	catégorie_N
catégoriquement_D	catégoriel_A
catégorisation_N	autocatégorisation_N
catégorisation_N	surcatégorisation_N
catégoriser_V	catégorisant_A
catégoriser_V	catégorisateur_X
catégoriser_V	catégorisation_N
catégoriser_V	catégorisatrice_X
catégoriser_V	décatégoriser_V
catégoriser_V	recatégoriser_V
catégorème_N	catégorématiquefr_X
catégorème_N	syncatégorèmefr_X
catégorème_N	syncatégorématiquefr_X
catégorématique_A	syncatégorématiquefr_X
caténaire_N	caténairiste_N
caténer_V	concaténer_V
cauchemar_N	cauchemardant_A
cauchemar_N	cauchemardement_D
cauchemar_N	cauchemarder_V
cauchemar_N	cauchemardesque_A
cauchemar_N	cauchemardeuxfr_X
cauchemarder_V	cauchemar_N
cauchemarder_V	cauchemardant_A
cauchemarder_V	cauchemardement_D
cauchemarder_V	cauchemardesque_A
cauchemardesque_A	cauchemar_N
cauchemardesque_A	cauchemardant_A
cauchemardesque_A	cauchemardement_D
cauchemardesque_A	cauchemarder_V
cauciage_N	caucheux_X
caudé_N	caudal_X
caudé_N	caudataire_N
cauliflore_A	cauliflorie_N
causabilité_N	causablement_D
causable_A	causabilité_N
causable_A	causablement_D
causalisme_N	causalistefr_X
causalisme_N	causalitéfr_X
caustifier_V	caustification_X
cautionner_V	cautionnement_N
cautèle_N	cauteleux_A
cautère_N	cautérisation_N
cautère_N	cautériser_V
cautère_N	recautériser_V
cavaillon_N	décavaillonnage_N
cavaillon_N	décavaillonner_V
cavaillon_N	décavaillonneuse_N
cavalcade_N	cavalcader_V
caveçon_N	escavessade_N
caviarder_V	caviar_X
cavirostre_A	rostrefr_X
cavité_N	cavicole_A
caïmacan_N	caïmacanat_N
caïmacan_N	caïmacanie_N
caïman_N	caïmanter_V
caïmanter_V	caïmanteur_X
caïmite_N	caïmitierfr_X
ceindre_V	ceinturer_V
ceindre_V	enceindre_V
ceintrer_V	ceinte_N
ceintrer_V	ceintrage_N
ceintrer_V	ceintre_N
ceinturer_V	ceindre_V
ceinturer_V	ceinture_X
ceinturer_V	ceinturon_N
ceinturer_V	ceinturonnier_N
ceinturon_N	ceinturonnier_N
cellier_N	celle_X
cellier_N	cellerage_N
cellier_N	cellererie_N
cellier_N	cellerier_A
cellier_N	cellélerie_N
cellier_N	cellérage_N
cellier_N	cellérier_N
cellophane_N	cellophanéfr_X
cellulaire_A	acellulaire_A
cellulaire_A	adénocellulaire_X
cellulaire_A	allocellulaire_X
cellulaire_A	anticellulaire_X
cellulaire_A	antécellulaire_X
cellulaire_A	autocellulaire_X
cellulaire_A	aérocellulaire_A
cellulaire_A	basocellulaire_A
cellulaire_A	bicellulaire_A
cellulaire_A	biocellulaire_X
cellulaire_A	cancérocellulaire_X
cellulaire_A	carcinocellulaire_X
cellulaire_A	cellule_X
cellulaire_A	centrocellulaire_X
cellulaire_A	cinécellulaire_X
cellulaire_A	circumcellulaire_X
cellulaire_A	cocellulaire_X
cellulaire_A	cryptocellulaire_X
cellulaire_A	cytocellulaire_X
cellulaire_A	diacellulaire_X
cellulaire_A	dicellulaire_X
cellulaire_A	discocellulaire_X
cellulaire_A	décacellulaire_X
cellulaire_A	ectocellulaire_X
cellulaire_A	endocellulaire_A
cellulaire_A	entérocellulaire_X
cellulaire_A	eucellulaire_X
cellulaire_A	exocellulaire_X
cellulaire_A	extracellulaire_A
cellulaire_A	fibrinocellulaire_X
cellulaire_A	fibrocellulaire_X
cellulaire_A	géocellulaire_X
cellulaire_A	heptacellulaire_X
cellulaire_A	hexacellulaire_X
cellulaire_A	homocellulaire_X
cellulaire_A	hydrocellulaire_X
cellulaire_A	hypercellulaire_X
cellulaire_A	hypocellulaire_X
cellulaire_A	hématocellulaire_X
cellulaire_A	hémicellulaire_X
cellulaire_A	hémocellulaire_X
cellulaire_A	hépatocellulaire_X
cellulaire_A	hétérocellulaire_X
cellulaire_A	infracellulaire_X
cellulaire_A	intercellulaire_A
cellulaire_A	intracellulaire_A
cellulaire_A	isocellulaire_X
cellulaire_A	koniocellulaire_X
cellulaire_A	lymphocellulaire_X
cellulaire_A	macrocellulaire_X
cellulaire_A	magnocellulaire_A
cellulaire_A	magnétocellulaire_X
cellulaire_A	mastocellulaire_X
cellulaire_A	matricellulaire_X
cellulaire_A	micellulaire_X
cellulaire_A	microcellulaire_X
cellulaire_A	monocellulaire_A
cellulaire_A	morphocellulaire_X
cellulaire_A	multicellulaire_A
