Aalénien_N	aalénien_A
Bischwihr_X	bischwihrois_A
Bischwihr_X	bischwihroise_A
Bischwiller_X	Bischwillerois_N
Bischwiller_X	Bischwilleroise_N
Bischwiller_X	bischwillerois_A
Bischwiller_X	bischwilleroise_A
Bisel_X	Biselois_N
Bisel_X	Biseloise_N
Bisel_X	biselois_A
Bisel_X	biseloise_A
Biskra_X	Biskrifr_X
Bismarck_X	bismarckienfr_X
Bisounours_X	bisounours_N
Bissao_X	Bissalien_N
Bissao_X	bissalien_A
Bissao_X	réf_X
Bissau_X	Bissalien_N
Bissau_X	bissalien_A
Bissau_X	réf_X
Bissert_X	Bissertois_N
Bissert_X	Bissertoise_N
Bissert_X	bissertois_A
Bissert_X	bissertoise_A
Bisseuil_X	Bissottier_N
Bisseuil_X	Bissottière_N
Bisseuil_X	bissottier_A
Bissezeele_X	Bissezeelois_N
Bissezeele_X	Bissezeeloise_N
Bissezeele_X	bissezeelois_A
Bissezeele_X	bissezeeloise_A
Bissières_X	Bissiérois_N
Bissières_X	Bissiéroise_N
Bissières_X	bissiérois_A
Bitche_X	Bitcherlandfr_X
Bitche_X	Bitchois_N
Bitche_X	Bitchoise_N
Bitche_X	bitchois_A
Bitry_X	Bitryat_N
Bitry_X	Bitryate_N
Bitry_X	bitryat_A
Bitry_X	bitryate_A
Bitschhoffen_X	Bitschhoffenois_N
Bitschhoffen_X	Bitschhoffenoise_N
Bitschhoffen_X	bitschhoffenois_A
Bitschhoffen_X	bitschhoffenoise_A
Biviers_X	Bivierois_N
Biviers_X	Bivieroise_N
Biviers_X	bivierois_A
Biviers_X	bivieroise_A
Biville_X	Bivillais_N
Biville_X	Bivillaise_N
Biville_X	bivillais_A
Bivilliers_X	Bivillierois_N
Bivilliers_X	Bivillieroise_N
Bivilliers_X	bivillierois_A
Bivès_X	Bivèsien_N
Bivès_X	Bivèsienne_N
Bivès_X	bivèsien_A
Bivès_X	bivèsienne_A
Bizanet_X	Bizanetois_N
Bizanet_X	Bizanetoise_N
Bizanet_X	bizanetois_A
Bizanet_X	bizanetoise_A
Bizanos_X	Bizanosien_N
Bizanos_X	Bizanosienne_N
Bizanos_X	bizanosien_A
Bizanos_X	bizanosienne_A
Bizeneuille_X	Bizeneuillois_N
Bizeneuille_X	Bizeneuilloise_N
Bizeneuille_X	bizeneuillois_A
Bizeneuille_X	bizeneuilloise_A
Bizerte_X	Bizertin_N
Bizerte_X	Bizertine_N
Bizerte_X	bizertin_A
Bizonnes_X	Bizonnois_N
Bizonnes_X	Bizonnoise_N
Bizonnes_X	bizonnois_A
Bizonnes_X	bizonnoise_A
Bizou_X	Bizouin_N
Bizou_X	Bizouine_N
Bizou_X	bizouin_A
Bizou_X	bizouine_A
Bièvres_X	Bièvrois_N
Bièvres_X	Bièvroise_N
Bièvres_X	bièvrois_A
Bièvres_X	bièvroise_A
Biécourt_X	Biécurtien_N
Biécourt_X	Biécurtienne_N
Biécourt_X	biécurtien_A
Biécourt_X	biécurtienne_A
Biélorussie_X	Biélorusse_N
Biélorussie_X	Biélorussien_X
Biélorussie_X	biélorusse_A
Biélorussie_X	biélorussien_X
Biélorussie_X	réf_X
Biéville_X	Biévillais_N
Biéville_X	Biévillaise_N
Biéville_X	biévillais_A
Biéville_X	biévillaise_A
Blacqueville_X	Blacquevillais_N
Blacqueville_X	Blacquevillaise_N
Blacqueville_X	blacquevillais_A
Blacqueville_X	blacquevillaise_A
Blacy_X	Blaciat_N
Blacy_X	Blaciate_N
Blacy_X	Blacyat_N
Blacy_X	Blacyate_N
Blacy_X	Blacycois_N
Blacy_X	Blacycoise_N
Blacy_X	blaciat_A
Blacy_X	blaciate_A
Blacy_X	blacyat_A
Blacy_X	blacyate_A
Blacy_X	blacycois_A
Blacy_X	blacycoise_A
Blacé_X	Blacéen_N
Blacé_X	Blacéenne_N
Blacé_X	blacéen_A
Blacé_X	blacéenne_A
Blaesheim_X	Blaesheimois_N
Blaesheim_X	Blaesheimoise_N
Blaesheim_X	blaesheimois_A
Blagnac_X	Blagnacais_N
Blagnac_X	Blagnacaise_N
Blagnac_X	blagnacais_A
Blagny_X	Blagnynois_N
Blagny_X	Blagnynoise_N
Blagny_X	blagnynois_A
Blagny_X	blagnynoise_A
Blaignac_X	Blaignacais_N
Blaignac_X	Blaignacaise_N
Blaignac_X	blaignacais_A
Blaignac_X	blaignacaise_A
Blaignan_X	Blaignanais_N
Blaignan_X	Blaignanaise_N
Blaignan_X	blaignanais_A
Blaimont_X	Blaimontois_N
Blaimont_X	Blaimontoise_N
Blaimont_X	blaimontois_A
Blain_X	Blinois_N
Blain_X	Blinoise_N
Blain_X	blinois_A
Blain_X	blinoise_A
Blairville_X	Blairvillois_N
Blairville_X	Blairvilloise_N
Blairville_X	blairvillois_A
Blairville_X	blairvilloise_A
Blaisy_X	Blaisois_N
Blaisy_X	Blaisoise_N
Blaisy_X	blaisois_A
Blaisy_X	blaisoise_A
Blajan_X	Blajanois_N
Blajan_X	Blajanoise_N
Blajan_X	blajanois_A
Blamont_X	Blamontais_N
Blamont_X	Blamontaise_N
Blamont_X	blamontais_A
Blamont_X	blamontaise_A
Blan_X	Blannais_N
Blan_X	Blannaise_N
Blan_X	blannais_A
Blan_X	blannaise_A
Blancey_X	Blancéen_N
Blancey_X	Blancéenne_N
Blancey_X	blancéen_A
Blancey_X	blancéenne_A
Blandain_X	Blandinois_N
Blandain_X	Blandinoise_N
Blandain_X	blandinois_A
Blandainville_X	Blandainvillain_N
Blandainville_X	Blandainvillaine_N
Blandainville_X	blandainvillain_A
Blandainville_X	blandainvillaine_A
Blandas_X	Blandassien_N
Blandas_X	Blandassienne_N
Blandas_X	blandassien_A
Blandas_X	blandassienne_A
Blandin_X	Blandinois_N
Blandin_X	Blandinoise_N
Blandin_X	blandinois_A
Blandin_X	blandinoise_A
Blandy_X	Blandois_N
Blandy_X	Blandoise_N
Blandy_X	Blandynois_N
Blandy_X	Blandynoise_N
Blandy_X	blandois_A
Blandy_X	blandoise_A
Blandy_X	blandynois_A
Blandy_X	blandynoise_A
Blankenberge_X	Blankenbergeois_N
Blankenberge_X	Blankenbergeoise_N
Blankenberge_X	blankenbergeois_A
Blanot_X	Blanotin_N
Blanot_X	Blanotine_N
Blanot_X	blanotin_A
Blanot_X	blanotine_A
Blanquefort_X	Blanquefortais_N
Blanquefort_X	Blanquefortaise_N
Blanquefort_X	Blanquefortois_N
Blanquefort_X	Blanquefortoise_N
Blanquefort_X	blanquefortais_A
Blanquefort_X	blanquefortaise_A
Blanquefort_X	blanquefortois_A
Blanquefort_X	blanquefortoise_A
Blanqui_X	blanquismefr_X
Blanqui_X	blanquistefr_X
Blanzac_X	Blanzacois_N
Blanzac_X	Blanzacoise_N
Blanzac_X	blanzacois_A
Blanzac_X	blanzacoise_A
Blanzat_X	Blanzatois_N
Blanzat_X	Blanzatoise_N
Blanzat_X	blanzatois_A
Blanzay_X	Blanzéen_N
Blanzay_X	Blanzéenne_N
Blanzay_X	blanzéen_A
Blanzay_X	blanzéenne_A
Blanzy_X	Blanzynois_N
Blanzy_X	Blanzynoise_N
Blanzy_X	blanzynois_A
Blanzy_X	blanzynoise_A
Blaregnies_X	Blaregnien_N
Blaregnies_X	Blaregnienne_N
Blaregnies_X	blaregnien_A
Blaringhem_X	Blaringhémois_N
Blaringhem_X	Blaringhémoise_N
Blaringhem_X	blaringhémois_A
Blaringhem_X	blaringhémoise_A
Blars_X	Blarsien_N
Blars_X	Blarsienne_N
Blars_X	blarsien_A
Blars_X	blarsienne_A
Blaru_X	Blarusien_N
Blaru_X	Blarusienne_N
Blaru_X	blarusien_A
Blaru_X	blarusienne_A
Blasimon_X	Blasimonais_N
Blasimon_X	Blasimonaise_N
Blasimon_X	blasimonais_A
Blasimon_X	blasimonaise_A
Blaslay_X	Blaslaysien_N
Blaslay_X	Blaslaysienne_N
Blaslay_X	blaslaysien_A
Blassac_X	Blassadier_N
Blassac_X	Blassadière_N
Blassac_X	blassadier_A
Blassac_X	blassadière_A
Blaton_X	Blatonien_N
Blaton_X	Blatonienne_N
Blaton_X	blatonien_A
Blaugies_X	Blidégorien_N
Blaugies_X	Blidégorienne_N
Blaugies_X	blidégorien_A
Blausasc_X	Blausascois_N
Blausasc_X	Blausascoise_N
Blausasc_X	blausascois_A
Blauvac_X	Blauvacois_N
Blauvac_X	Blauvacoise_N
Blauvac_X	blauvacois_A
Blauvac_X	blauvacoise_A
Blauzac_X	Blauzacois_N
Blauzac_X	Blauzacoise_N
Blauzac_X	blauzacois_A
Blavignac_X	Blavignacois_N
Blavignac_X	Blavignacoise_N
Blavignac_X	blavignacois_A
Blavignac_X	blavignacoise_A
Blavozy_X	Blavozien_N
Blavozy_X	Blavozienne_N
Blavozy_X	blavozien_A
Blavozy_X	blavozienne_A
Blay_X	Blavien_N
Blay_X	Blavienne_N
Blay_X	blavien_A
Blay_X	blavienne_A
Blaye_X	Blayais_N
Blaye_X	Blayaise_N
Blaye_X	blayais_A
Blaye_X	blayaise_A
Blaymont_X	Blaymontois_N
Blaymont_X	Blaymontoise_N
Blaymont_X	blaymontois_A
Blaymont_X	blaymontoise_A
Blaziert_X	Blaziertois_N
Blaziert_X	Blaziertoise_N
Blaziert_X	blaziertois_A
Blaziert_X	blaziertoise_A
Blegny_X	Blegnytois_N
Blegny_X	Blegnytoise_N
Blegny_X	blegnytois_A
Bleid_X	Bleidois_N
Bleid_X	Bleidoise_N
Bleid_X	bleidois_A
Blendecques_X	Blendecquois_N
Blendecques_X	Blendecquoise_N
Blendecques_X	blendecquois_A
Blendecques_X	blendecquoise_A
Blennes_X	Blennois_N
Blennes_X	Blennoise_N
Blennes_X	blennois_A
Blennes_X	blennoise_A
Blesle_X	Bleslois_N
Blesle_X	Blesloise_N
Blesle_X	bleslois_A
Blesle_X	blesloise_A
Blesme_X	Blesmois_N
Blesme_X	Blesmoise_N
Blesme_X	blesmois_A
Blesme_X	blesmoise_A
Blessonville_X	Blessonvillois_N
Blessonville_X	Blessonvilloise_N
Blessonville_X	blessonvillois_A
Blessonville_X	blessonvilloise_A
Blessy_X	Blessois_N
Blessy_X	Blessoise_N
Blessy_X	blessois_A
Blessy_X	blessoise_A
Blet_X	Blétois_N
Blet_X	Blétoise_N
Blet_X	blétois_A
Blet_X	blétoise_A
Bletterans_X	Bletteranois_N
Bletterans_X	Bletteranoise_N
Bletterans_X	bletteranois_A
Bletterans_X	bletteranoise_A
Bleurville_X	Bleurvillois_N
Bleurville_X	Bleurvilloise_N
Bleurville_X	bleurvillois_A
Bleurville_X	bleurvilloise_A
Bleury_X	Bleurisien_N
Bleury_X	Bleurisienne_N
Bleury_X	bleurisien_A
Bleury_X	bleurisienne_A
Blicquy_X	Blicquytois_N
Blicquy_X	Blicquytoise_N
Blicquy_X	blicquytois_A
Blienschwiller_X	Blienschwillerois_N
Blienschwiller_X	Blienschwilleroise_N
Blienschwiller_X	blienschwillerois_A
Blienschwiller_X	blienschwilleroise_A
Bliesbruck_X	Bliespontain_N
Bliesbruck_X	Bliespontaine_N
Bliesbruck_X	bliespontain_A
Bliesbruck_X	bliespontaine_A
Blieux_X	Blieuxien_N
Blieux_X	Blieuxienne_N
Blieux_X	blieuxien_A
Blieux_X	blieuxienne_A
Bligny_X	Ebraugnais_N
Bligny_X	Ebraugnaise_N
Bligny_X	ebraugnais_A
Bligny_X	ebraugnaise_A
Blingel_X	Blingelois_N
Blingel_X	Blingeloise_N
Blingel_X	blingelois_A
Blingel_X	blingeloise_A
Blismes_X	Blismois_N
Blismes_X	Blismoise_N
Blismes_X	blismois_A
Blismes_X	blismoise_A
Blodelsheim_X	Blodelsheimois_N
Blodelsheim_X	Blodelsheimoise_N
Blodelsheim_X	blodelsheimois_A
Blois_X	Blésois_N
Blois_X	blésois_A
Blomac_X	Blomacois_N
Blomac_X	Blomacoise_N
Blomac_X	blomacois_A
Blomac_X	blomacoise_A
Blomard_X	Blomardais_N
Blomard_X	Blomardaise_N
Blomard_X	blomardais_A
Blomard_X	blomardaise_A
Blombay_X	Blandibaccussien_N
Blombay_X	Blandibaccussienne_N
Blombay_X	Blombibocucien_N
Blombay_X	Blombibocucienne_N
Blombay_X	blandibaccussien_A
Blombay_X	blandibaccussienne_A
Blombay_X	blombibocucien_A
Blombay_X	blombibocucienne_A
Blondefontaine_X	Blondifontain_N
Blondefontaine_X	Blondifontaine_N
Blondefontaine_X	blondifontain_A
Blondefontaine_X	blondifontaine_A
Blosseville_X	Blossevillois_N
Blosseville_X	Blossevilloise_N
Blosseville_X	blossevillois_A
Blosseville_X	blossevilloise_A
Blosville_X	Blosvillais_N
Blosville_X	Blosvillaise_N
Blosville_X	blosvillais_A
Blosville_X	blosvillaise_A
Blotzheim_X	Blotzheimois_N
Blotzheim_X	Blotzheimoise_N
Blotzheim_X	blotzheimois_A
Blou_X	Blosien_N
Blou_X	Blosienne_N
Blou_X	blosien_A
Blou_X	blosienne_A
Bloye_X	Bloyen_N
Bloye_X	Bloyenne_N
Bloye_X	bloyen_A
Bloye_X	bloyenne_A
Blumeray_X	Blumeréen_N
Blumeray_X	Blumeréenne_N
Blumeray_X	blumeréen_A
Blumeray_X	blumeréenne_A
Blussangeaux_X	Bolotte_N
Blussangeaux_X	bolotte_A
Blussans_X	Blussannois_N
Blussans_X	Blussannoise_N
Blussans_X	blussannois_A
Blussans_X	blussannoise_A
Blyes_X	Blyard_N
Blyes_X	Blyarde_N
Blyes_X	blyard_A
Blyes_X	blyarde_A
Blâmont_X	Blâmontais_N
Blâmont_X	Blâmontaise_N
Blâmont_X	blâmontais_A
Blâmont_X	blâmontaise_A
Blæsheim_X	Blæsheimois_N
Blæsheim_X	Blæsheimoise_N
Blæsheim_X	blæsheimois_A
Blèves_X	Blévois_N
Blèves_X	Blévoise_N
Blèves_X	blévois_A
Blèves_X	blévoise_A
Blécourt_X	Bléchicourtois_N
Blécourt_X	Bléchicourtoise_N
Blécourt_X	Blécourtois_N
Blécourt_X	Blécourtoise_N
Blécourt_X	bléchicourtois_A
Blécourt_X	bléchicourtoise_A
Blécourt_X	blécourtois_A
Blécourt_X	blécourtoise_A
Bléharies_X	Bléharien_N
Bléharies_X	Bléharienne_N
Bléharies_X	bléharien_A
Blémerey_X	Blumère_N
Blémerey_X	blumère_A
Bléneau_X	Blénavien_N
Bléneau_X	Blénavienne_N
Bléneau_X	blénavien_A
Bléneau_X	blénavienne_A
Bléquin_X	Bléquinois_N
Bléquin_X	Bléquinoise_N
Bléquin_X	bléquinois_A
Bléquin_X	bléquinoise_A
Blérancourt_X	Blérancourtois_N
Blérancourt_X	Blérancourtoise_N
Blérancourt_X	blérancourtois_A
Blérancourt_X	blérancourtoise_A
Bléruais_X	Bléruaisien_N
Bléruais_X	Bléruaisienne_N
Bléruais_X	bléruaisien_A
Bléruais_X	bléruaisienne_A
Bléré_X	Blérois_N
Bléré_X	Bléroise_N
Bléré_X	blérois_A
Bléré_X	bléroise_A
Blésignac_X	Blésignacais_N
Blésignac_X	Blésignacaise_N
Blésignac_X	blésignacais_A
Blésignac_X	blésignacaise_A
Bobigny_X	Balbynien_N
Bobigny_X	Balbynienne_N
Bobigny_X	balbynien_A
Bobital_X	Bobitalais_N
Bobital_X	Bobitalaise_N
Bobital_X	bobitalais_A
Bocquencé_X	Bocquencéen_N
Bocquencé_X	Bocquencéenne_X
Bocquencé_X	bocquencéen_A
Bocé_X	Bocéen_N
Bocé_X	Bocéenne_N
Bocé_X	bocéen_A
Bodegnée_X	Bodegnétois_N
Bodegnée_X	Bodegnétoise_N
Bodegnée_X	bodegnétois_A
Bodilis_X	Bodilisien_N
Bodilis_X	Bodilisienne_N
Bodilis_X	bodilisien_A
Bodilis_X	bodilisienne_A
Boeing_N	NompropreBoeing_X
Boeschepe_X	Boeschepois_N
Boeschepe_X	Boeschepoise_N
Boeschepe_X	boeschepois_A
Boeschepe_X	boeschepoise_A
Boffles_X	Bofflois_N
Boffles_X	Boffloise_N
Boffles_X	bofflois_A
Boffres_X	Boffrais_N
Boffres_X	Boffraise_N
Boffres_X	boffrais_A
Boffres_X	boffraise_A
Bogy_X	Bogycien_N
Bogy_X	Bogycienne_N
Bogy_X	bogycien_A
Bogy_X	bogycienne_A
Bogève_X	Bogèvan_N
Bogève_X	Bogèvane_N
Bogève_X	bogèvan_A
Bogève_X	bogèvane_A
Bohal_X	Bohalais_N
Bohal_X	Bohalaise_N
Bohal_X	bohalais_A
Bohal_X	bohalaise_A
Bohan_X	Bohanais_N
Bohan_X	Bohanaise_N
Bohan_X	bohanais_A
Bohars_X	Boharsien_N
Bohars_X	Boharsienne_N
Bohars_X	boharsien_A
Bohême_X	Bohémien_N
Bohême_X	bohème_A
Bohême_X	bohémien_N
Bohême_X	bohémistefr_X
Bohême_X	bohémistiquefr_X
Boigneville_X	Boignevillois_N
Boigneville_X	Boignevilloise_N
Boigneville_X	boignevillois_A
Boigneville_X	boignevilloise_A
Boignée_X	Boignéen_N
Boignée_X	Boignéenne_N
Boignée_X	boignéen_A
Boinvilliers_X	Villiérois_N
Boinvilliers_X	Villiéroise_N
Boinvilliers_X	villiérois_A
Boinvilliers_X	villiéroise_A
Boirs_X	Boirsois_N
Boirs_X	Boirsoise_N
Boirs_X	boirsois_A
Bois_X	Boisien_N
Bois_X	Boisienne_N
Bois_X	boisien_A
Bois_X	boisienne_A
Boisbreteau_X	Boisbreteausien_N
Boisbreteau_X	Boisbreteausienne_N
Boisbreteau_X	boisbreteausien_A
Boisbreteau_X	boisbreteausienne_A
Boiscommun_X	Boiscommunois_N
Boiscommun_X	Boiscommunoise_N
Boiscommun_X	boiscommunois_A
Boiscommun_X	boiscommunoise_A
Boisdinghem_X	Boisdinghémois_N
Boisdinghem_X	Boisdinghémoise_N
Boisdinghem_X	boisdinghémois_A
Boisdinghem_X	boisdinghémoise_A
Boisemont_X	Boisemontais_N
Boisemont_X	Boisemontaise_N
Boisemont_X	boisemontais_A
Boisemont_X	boisemontaise_A
Boisgasson_X	Boisgassonnais_N
Boisgasson_X	Boisgassonnaise_N
Boisgasson_X	boisgassonnais_A
Boisgervilly_X	Boisgervillien_N
Boisgervilly_X	Boisgervillienne_N
Boisgervilly_X	boisgervillien_A
Boisgervilly_X	boisgervillienne_A
Boisjean_X	Boisjeannois_N
Boisjean_X	Boisjeannoise_N
Boisjean_X	boisjeannois_A
Boisjean_X	boisjeannoise_A
Boismorand_X	Boscomorandais_N
Boismorand_X	Boscomorandaise_N
Boismorand_X	boscomorandais_A
Boismorand_X	boscomorandaise_A
Boismé_X	Boisméen_N
Boismé_X	Boisméenne_N
Boismé_X	boisméen_A
Boismé_X	boisméenne_A
Boisney_X	Boisneyen_N
Boisney_X	Boisneyenne_N
Boisney_X	boisneyen_A
Boisney_X	boisneyenne_A
Boisredon_X	Boisredonnais_N
Boisredon_X	Boisredonnaise_N
Boisredon_X	boisredonnais_A
Boisredon_X	boisredonnaise_A
Boisroger_X	Boisrogeais_N
Boisroger_X	Boisrogeaise_N
Boisroger_X	boisrogeais_A
Boissay_X	Buccetien_N
Boissay_X	Buccetienne_N
Boissay_X	buccetien_A
Boissay_X	buccetienne_A
Boisseaux_X	Boisselien_N
Boisseaux_X	Boisselienne_N
Boisseaux_X	boisselien_A
Boisseaux_X	boisselienne_A
Boisserolles_X	Boisserollais_N
Boisserolles_X	Boisserollaise_N
Boisserolles_X	boisserollais_A
Boisseron_X	Boisseronnais_N
Boisseron_X	Boisseronnaise_N
Boisseron_X	boisseronnais_A
Boisseron_X	boisseronnaise_A
Boisset_X	Boissetois_N
Boisset_X	Boissetoise_N
Boisset_X	Bouissetol_N
Boisset_X	Bouissetolle_N
Boisset_X	boissetois_A
Boisset_X	boissetoise_A
Boisset_X	bouissetol_A
Boisset_X	bouissetolle_A
Boissets_X	Boissetin_N
Boissets_X	Boissetine_N
Boissets_X	boissetin_A
Boissets_X	boissetine_A
Boissettes_X	Boissettais_N
Boissettes_X	Boissettaise_N
Boissettes_X	boissettais_A
Boissettes_X	boissettaise_A
Boisseuil_X	Boisseuillais_N
Boisseuil_X	Boisseuillaise_N
Boisseuil_X	boisseuillais_A
Boisseuil_X	boisseuillaise_A
Boisseuilh_X	Boisseuilhais_N
Boisseuilh_X	Boisseuilhaise_N
Boisseuilh_X	boisseuilhais_A
Boisseuilh_X	boisseuilhaise_A
Boissey_X	Boisséen_N
Boissey_X	Boisséenne_N
Boissey_X	boisséen_A
Boissezon_X	Boissezonnais_N
Boissezon_X	Boissezonnaise_N
Boissezon_X	boissezonnais_A
Boissezon_X	boissezonnaise_A
Boissia_X	Boissiaton_N
Boissia_X	Boissiatone_N
Boissia_X	boissiaton_A
Boissia_X	boissiatone_A
Boissier_X	Boissiera_X
Boissières_X	Boissierois_N
Boissières_X	Boissieroise_N
Boissières_X	Boissiérien_N
Boissières_X	Boissiérienne_N
Boissières_X	Boussières_X
Boissières_X	Bouxières_X
Boissières_X	Buxières_X
Boissières_X	boissierois_A
Boissières_X	boissieroise_A
Boissières_X	boissiérien_A
Boissières_X	boissiérienne_A
Boissède_X	Boissédois_N
Boissède_X	Boissédoise_N
Boissède_X	boissédois_A
Boistrudan_X	Boistrudanais_N
Boistrudan_X	Boistrudanaise_N
Boistrudan_X	boistrudanais_A
Boistrudan_X	boistrudanaise_A
Boitron_X	Boitronnais_N
Boitron_X	Boitronnaise_X
Boitron_X	boitronnais_A
Boitron_X	boitronnaise_A
Bolandoz_X	Bolandozien_N
Bolandoz_X	Bolandozienne_N
Bolandoz_X	bolandozien_A
Bolandoz_X	bolandozienne_A
Bolazec_X	Bolazécois_N
Bolazec_X	Bolazécoise_N
Bolazec_X	bolazécois_A
Bolbec_X	Bolbécais_N
Bolbec_X	Bolbécaise_N
Bolbec_X	bolbécais_A
Bolinne_X	Bolinnois_N
Bolinne_X	Bolinnoise_N
Bolinne_X	bolinnois_A
Bolivie_X	Bolivien_X
Bolivie_X	Bolivienne_N
Bolivie_X	bolivien_N
Bolleville_X	Bollevillais_N
Bolleville_X	Bollevillaise_N
Bolleville_X	Bollevillois_N
Bolleville_X	Bollevilloise_N
Bolleville_X	bollevillais_A
Bolleville_X	bollevillois_A
Bollezeele_X	Bollezeelois_N
Bollezeele_X	Bollezeeloise_N
Bollezeele_X	bollezeelois_A
Bollezeele_X	bollezeeloise_A
Bolloré_X	bolloréen_A
Bollwiller_X	Bollwillerois_N
Bollwiller_X	Bollwilleroise_N
Bollwiller_X	bollwillerois_A
Bollwiller_X	bollwilleroise_A
Bollywood_X	Hollywood_X
Bollywood_X	Kollywood_X
Bollywood_X	bollywoodien_A
Bollywood_X	bollywoodienne_A
Bollène_X	Bollénois_N
Bollène_X	Bollénoise_N
Bollène_X	bollénois_A
Bollène_X	bollénoise_A
Bolozon_X	Bolozonnais_N
Bolozon_X	Bolozonnaise_N
Bolozon_X	bolozonnais_A
Bolozon_X	bolozonnaise_A
Bolquère_X	Bolquérais_N
Bolquère_X	Bolquéraise_N
Bolquère_X	bolquérais_A
Bolsenheim_X	Bolsenheimois_N
Bolsenheim_X	Bolsenheimoise_N
Bolsenheim_X	bolsenheimois_A
Bombaye_X	Bombayen_N
Bombaye_X	Bombayenne_N
Bombaye_X	bombayen_A
Bombon_X	Bombonnais_N
Bombon_X	Bombonnaise_N
Bombon_X	bombonnais_A
Bombon_X	bombonnaise_A
Bommes_X	Bommais_N
Bommes_X	Bommaise_N
Bommes_X	bommais_A
Bommes_X	bommaise_A
Bompas_X	Bompasais_N
Bompas_X	Bompasaise_N
Bompas_X	Bompassencq_N
Bompas_X	Bompassencque_N
Bompas_X	bompasais_A
Bompas_X	bompassencq_A
Bomy_X	Bomynois_N
Bomy_X	Bomynoise_N
Bomy_X	bomynois_A
Bomy_X	bomynoise_A
Bonaire_X	Bonairien_N
Bonaparte_X	bonapartiser_V
Bonaparte_X	bonapartisme_N
Bonaparte_X	bonapartiste_A
Bonas_X	Bonasois_N
Bonas_X	Bonasoise_N
Bonas_X	bonasois_A
Bonas_X	bonasoise_A
Boncourt_X	Boncourtois_N
Boncourt_X	Boncourtoise_N
Boncourt_X	boncourtois_A
Boncourt_X	boncourtoise_A
Boncé_X	Boncéen_N
Boncé_X	Boncéenne_N
Boncé_X	boncéen_A
Boncé_X	boncéenne_A
Bondaroy_X	Bondarais_N
Bondaroy_X	Bondaraise_N
Bondaroy_X	bondarais_A
Bondaroy_X	bondaraise_A
Bondigoux_X	Bondigounais_N
Bondigoux_X	Bondigounaise_N
Bondigoux_X	bondigounais_A
Bondoufle_X	Bondouflois_N
Bondoufle_X	Bondoufloise_N
Bondoufle_X	bondouflois_A
Bondoufle_X	bondoufloise_A
Bonduelle_X	Bonduau_X
Bonduelle_X	Bonduaux_X
Bonduelle_X	Bondue_X
Bondues_X	Bonduois_N
Bondues_X	Bonduoise_N
Bondues_X	bonduois_A
Bondues_X	bonduoise_A
Bondy_X	Bondynois_N
Bondy_X	Bondynoise_N
Bondy_X	bondynois_A
Bondy_X	bondynoise_A
Boneffe_X	Boneffois_N
Boneffe_X	Boneffoise_N
Boneffe_X	boneffois_A
Bongheat_X	Bongheatois_N
Bongheat_X	Bongheatoise_N
Bongheat_X	bongheatois_A
Bongheat_X	bongheatoise_A
Boninne_X	Boninnois_N
Boninne_X	Boninnoise_N
Boninne_X	boninnois_A
Bonlez_X	Bonlézien_N
Bonlez_X	Bonlézienne_N
Bonlez_X	bonlézien_A
Bonlieu_X	Chiettard_N
Bonlieu_X	Chiettarde_N
Bonlieu_X	chiettard_A
Bonlieu_X	chiettarde_A
Bonnac_X	Bonnacois_N
Bonnac_X	Bonnacoise_N
Bonnac_X	bonnacois_A
Bonnac_X	bonnacoise_A
Bonnat_X	Bonnachon_N
Bonnat_X	Bonnachonne_N
Bonnat_X	bonnachon_A
Bonnat_X	bonnachonne_A
Bonnay_X	Bonnayen_N
Bonnay_X	Bonnayenne_N
Bonnay_X	Bonnaysien_N
Bonnay_X	Bonnaysienne_N
Bonnay_X	bonnayen_A
Bonnay_X	bonnayenne_A
Bonnay_X	bonnaysien_A
Bonnay_X	bonnaysienne_A
Bonne_N	BonBeon_X
Bonne_N	Bonnois_N
Bonne_N	Bonnoise_N
Bonne_N	bonnois_A
Bonne_N	bonnoise_A
Bonnebosq_X	Bonnebosquais_N
Bonnebosq_X	Bonnebosquaise_N
Bonnebosq_X	bonnebosquais_A
Bonnebosq_X	bonnebosquaise_A
Bonnecase_X	Caze_X
Bonnecase_X	Cazes_X
Bonnecase_X	Chaze_X
Bonnecase_X	Descazes_X
Bonnecase_X	Lacaze_X
Bonnecase_X	Sacaze_X
Bonnecase_X	Vieillescazes_X
Bonnecourt_X	Bonnecourtois_N
Bonnecourt_X	Bonnecourtoise_N
Bonnecourt_X	bonnecourtois_A
Bonnecourt_X	bonnecourtoise_A
Bonnefamille_X	Bonnefamilien_N
Bonnefamille_X	Bonnefamilienne_N
Bonnefamille_X	bonnefamilien_A
Bonnefamille_X	bonnefamilienne_A
Bonnefoi_X	Bonafidésien_N
Bonnefoi_X	Bonafidésienne_N
Bonnefoi_X	bonafidésien_A
Bonnefoi_X	bonafidésienne_A
Bonnefont_X	Bonnefontois_N
Bonnefont_X	Bonnefontoise_N
Bonnefont_X	bonnefontois_A
Bonnefont_X	bonnefontoise_A
Bonnefontaine_X	Bonnefontois_N
Bonnefontaine_X	Bonnefontoise_N
Bonnefontaine_X	bonnefontois_A
Bonnefontaine_X	bonnefontoise_A
Bonnefous_X	Bonnefois_X
Bonnegarde_X	Bonnegardien_N
Bonnegarde_X	Bonnegardienne_N
Bonnegarde_X	bonnegardien_A
Bonnegarde_X	bonnegardienne_A
Bonnelles_X	Bonnellois_N
Bonnelles_X	Bonnelloise_N
Bonnelles_X	bonnellois_A
