Évelette_X	Évelettoise_N	Évelettois_N	évelettois_A
Pervenchérois_X	pervenchérois_X	Pervenchères_X	pervenchéroise_X	Pervenchéroise_X
laviollein_A	laviolleine_A	Laviollein_N	Laviolle_X	Laviolleine_N
Henripontoise_N	Henripontois_N	henripontois_A	Henripont_X
fenassier_X	faneuse_N	fenaison_N	fenasse_N	fane_X	défanant_A	faner_V	fanoir_N	défanage_N	faneur_N	fanage_N	défaner_V
caillebotte_N	caillette_N	caillebotté_A	caillage_N	caillé_A	caillement_N	caillot_X	cailler_V
Lauzervillois_N	Lauzerville_X	lauzervilloise_A	Lauzervilloise_N	lauzervillois_A
Bootzheimoise_N	Bootzheimois_N	bootzheimois_A	Bootzheim_X
investiguerfr_X	investigateur_A	vestige_X	investigation_X	investiguer_V	investigationfr_X
Moressartois_N	moressartois_A	Mortcerf_X	Moressartoise_N	moressartoise_A
Brunehautoise_N	brunehautois_A	Brunehautois_N	Brunehaut_X
Dourbies_X	Dourbienne_N	Dourbien_N	dourbien_A	dourbienne_A
champagnolais_A	Champagnole_X	champagnolaise_A	Champagnolais_N	Champagnolaise_N
Leychert_X	leychertois_A	leychertoise_A	Leychertois_N	Leychertoise_N
Monthoisien_N	monthoisien_A	Monthoisienne_N	monthoisienne_A	Monthois_X
Nozéen_N	Nozay_X	nozéenne_A	Nozéenne_N	nozéen_A
Borrèzienne_N	Borrèzien_N	borrèzienne_A	borrèzien_A	Borrèze_X
Issirac_X	Issiracoise_N	issiracois_A	issiracoise_A	Issiracois_N
fraxinien_A	fraxinienne_A	Fraize_X	Fraxinienne_N	Fraxinien_N
septfontoise_A	Septfonds_X	Septfontoise_N	Septfontois_N	septfontois_A
ruissellement_N	ruisselet_N	ruisseler_V	ruisselant_A	ru_X	ruisseau_N
domvalloise_A	domvallois_A	Domvallois_N	Domvalloise_N	Domvallier_X
soutien_N	soutenance_N
tinamiforme_N	tinamiformes_N
sodois_A	Sodoise_N	sodoise_A	Sode_X	Sodois_N
schœlcheroise_A	Schœlcherois_N	schœlcherois_A	Schœlcher_X	Schœlcheroise_N
ébrasure_N	ébraser_V	ébrasement_N
Esplas_X	Esplasien_N	esplasien_A	Esplasienne_N	esplasienne_A
Rezéfr_X	Retz_X
maréchaussée_N	maréchalat_N	maréchalerie_N	archimaréchal_N	maréchal_N	maréchaliste_A
villardebelloise_A	Villardebelle_X	villardebellois_A	Villardebellois_N	Villardebelloise_N
Fontrabiousoise_N	Fontrabiouse_X	fontrabiousoise_A	Fontrabiousois_N	fontrabiousois_A
cozzanais_A	Cozzano_X	Cozzanaise_N	Cozzanais_N
Mackenheim_X	Mackenheimois_N	Mackenheimoise_N	mackenheimois_A
Parbaysien_N	Parbaysienne_N	Parbayse_X	parbaysienne_A	parbaysien_A
Albertvillois_N	albertvillois_A	Albertvilloise_N	Albertville_X	albertvilloise_A
Cleurisienne_N	cleurisien_A	Cleurisien_N	Cleurie_X	cleurisienne_A
Joncourtoise_N	Joncourtois_N	joncourtoise_A	Joncourt_X	joncourtois_A
Falleronnaise_N	Falleron_X	falleronnais_A	falleronnaise_A	Falleronnais_N
Knœringuois_N	knœringuois_A	Knœringuoise_N	knœringuoise_A	Knœringue_X
Amettois_N	Amettes_X	Amettoise_N	amettoise_A	amettois_A
witternheimois_A	Witternheimois_N	Witternheim_X	Witternheimoise_N
Villeboisien_N	villeboisien_A	Villebois_X	Villeboisienne_N
Beautiran_X	Beautiranaise_N	Beautiranais_N	beautiranais_A	beautiranaise_A
Antheluptoise_N	antheluptoise_A	Antheluptois_N	Anthelupt_X	antheluptois_A
Sausheimois_N	Sausheim_X	sausheimois_A	Sausheimoise_N
Briquenay_X	briquenaytoise_A	Briquenaytois_N	briquenaytois_A	Briquenaytoise_N
Élougeois_N	Élouges_X	élougeois_A	Élougeoise_N
Méteren_X	méterennois_A	Méterennoise_N	Méterennois_N
Presgautoise_N	presgautois_A	Presgautois_N	Presgaux_X
antifranquiste_A	franquisme_N	franquiste_A
Frampasienne_N	Frampas_X	frampasienne_A	Frampasien_N	frampasien_A
langfrdécoration_X	déco_N
Winennois_N	Winenne_X	winennois_A	Winennoise_N
bretignollaise_A	Bretignolles_X	Bretignollaise_N	bretignollais_A	Bretignollais_N
boucler_V	termTélécommunication_X	bouclage_N	rebouclage_N	bouclé_A	boucle_N	attacherAttacher_X
abyssalité_N	abyssal_A	abysse_N
Crasvillais_N	crasvillais_A	crasvillaise_A	Crasvillaise_N	Crasville_X
bougie_X	Bougie_X	Bédjaoui_X	Bedjaoui_X	Bougiote_N	Béjaoui_X	bougiote_A	Béjaïa_X
clémontois_A	Clémontoise_N	Clémontois_N	clémontoise_A	Clémont_X
térébenthiné_A	térébenthinage_X	térébenthinéfr_X	térébenthine_N	térébenthiner_V	térébinthacées_N	térébenthinagefr_X	térébiquefr_X	térébenthènefr_X	térébinthe_N	térébenthène_N	térébenthinerfr_X
galbe_N	galbeux_A	galber_V	galbé_A
ségrégation_N	ségrégationnisme_N	ségrégationniste_A
jacent_A	gisant_X	gîter_V	gîte_N	gésir_V	gésine_N	adjacent_X	gitologie_N	gisement_N
charbonnatois_A	Charbonnat_X	Charbonnatoise_N	Charbonnatois_N	charbonnatoise_A
santois_A	Santes_X	Santois_N	Santoise_N	santoise_A
emmagasinateur_A	emmagasineurfr_X
terpénique_A	terpène_N	déterpéner_V	sesquiterpène_N
wahabite_N	wahhabisme_N	wahhabite_A	wahhabiste_A	wahabisme_N
drolatiser_V	drolatiquement_D	drolatique_A
leigneusien_A	Leigneusienne_N	leigneusienne_A	Leigneux_X	Leigneusien_N
Arveyraise_N	arveyrais_A	arveyraise_A	Arveyres_X	Arveyrais_N
Liac_X	Liacaise_N	Liacais_N	liacais_A
raillicourtoise_A	raillicourtois_A	Raillicourtois_N	Raillicourtoise_N	Raillicourt_X
pauliniser_V	paulinisationfr_X
carvésoise_A	Carves_X	Carvésoise_N	Carvésois_N	carvésois_A
mauremontais_A	Mauremontaise_N	mauremontaise_A	Mauremontais_N	Mauremont_X
cluisien_A	cluisienne_A	Cluis_X	Cluisienne_N	Cluisien_N
Montgeronnaise_N	Montgeronnais_N	montgeronnaise_A	Montgeron_X	montgeronnais_A
Nadillac_X	nadillacois_A	Nadillacoise_N	Nadillacois_N
taimonin_A	Taimonin_N	Taimoninche_N	Montaimont_X
foziérais_A	foziéraise_A	Foziérais_N	Foziéraise_N	Fozières_X
méconinefr_X	méconatefr_X	mécone_N	méconiquefr_X
Brouvelieures_X	Brouvilloise_N	brouvilloise_A	Brouvillois_N	Brouville_X	brouvillois_A
gallophobe_A	gallophobie_N
Prouvysien_N	Prouvy_X	prouvysien_A	prouvysienne_A	Prouvysienne_N
tressanaise_A	Tressanais_N	Tressan_X	tressanais_A	Tressanaise_N
Valdéenne_N	Lavadéen_N	Valdéen_N	lavadéen_A	lavadéenne_A	Lavadéenne_N	Lavaudieu_X	valdéen_A	valdéenne_A
harboisienne_A	Harboisienne_N	Harboisien_N	Harbouey_X	harboisien_A
Valcolorois_N	Valcoloroise_N	valcoloroise_A	Vaucouleurs_X	valcolorois_A
putréfaction_N	putrescent_A	putrescible_X	putréfier_V
chalandréen_A	Chalandréen_N	chalandréenne_A	Chalandry_X	Chalandréenne_N
Léglisien_N	Léglisienne_N	Léglise_X	léglisien_A
garganvillaraise_A	Garganvillarais_N	Garganvillaraise_N	Garganvillar_X	garganvillarais_A
gehéenne_A	Gehée_X	Gehéenne_N	gehéen_A	Gehéen_N
athrepsique_A	athrepsie_N
fontvannaise_A	Fontvannes_X	Fontenais_N	Fontvannais_N	fontvannais_A	Fontvannaise_N	fontenais_A	Fontenaise_N	fontenaise_A
crispation_N	crisper_V
Rioutais_N	Rioutaise_N	Rioux_X	rioutais_A	rioutaise_A
ardimontan_A	Montardit_X	ardimontane_A	Ardimontane_N	Ardimontan_N
craqueter_V	craquètement_N	craquettement_N
proférerfr_X	prolatif_N
festiner_V	festin_N
renévoise_A	Renève_X	Renévoise_N	renévois_A	Renévois_N
Tournayais_N	Tournay_X	tournayais_A	Tournayaise_N
mérycologiste_X	mérycologue_X	mérycologique_X	mérycologie_N
Sècherassienne_N	Sécheras_X	sècherassienne_A	sècherassien_A	Sècherassien_N
Parly_X	Parlycois_N	Parlycoise_N	parlycoise_A	parlycois_A
piteusement_D	piteux_A
Anneux_X	Anneusien_N	anneusienne_A	anneusien_A	Anneusienne_N
prélèvement_N	langfrprélever_X	préleveur_N	prélevation_X	prélevage_X	prélevable_A	prélevabilité_X	prélever_V
Sallespissien_N	Sallespissienne_N	sallespissien_A	sallespissienne_A	Sallespisse_X
Bussenotine_N	Bussenotin_N	bussenotin_A	Boussenois_X	bussenotine_A
Foulenay_X	Botray_N	botraye_A	Botraye_N	botray_A
massagueloise_A	Massaguel_X	Massagueloise_N	massaguelois_A	Massaguelois_N
tourchois_A	Tourchois_N	Tourchoise_N	Tourch_X	tourchoise_A
staphylomateux_A	staphylome_N
sachinois_A	sachinoise_A	Sachinois_N	Sachin_X	Sachinoise_N
idéaltype_N	idéaltypiquefr_X
bovois_A	Boves_X	Bovoise_N	Bovois_N	bovoise_A
Talaisienne_N	talaisien_A	Talais_X	Talaisien_N	talaisienne_A
quatrièmement_D	quatrième_A	quatre_X
serpentinaire_X	serpentinefr_X	serpentinitefr_X	serpentin_A	serpentinisationfr_X	serpentine_N	serpentinisation_N	serpentiniser_V	serpentiniserfr_X	serpentineux_A
campofloricien_A	Campofleuridien_N	campofleuridienne_A	Campofloricienne_N	campofleuridien_A	Campofloricien_N	campofloricienne_A	Campofleuridienne_N	Champfleury_X
clorre_V	éclorre_V	enclorre_V
Waysienne_N	Ways_X	waysien_A	Waysien_N
L’Hormoise_N	l’hormoise_A	l’hormois_A	L’Horme_X	L’Hormois_N
combassol_A	combassole_A	Combassole_N	Combassol_N	Combas_X
Domessinois_N	Domessinoise_N	domessinoise_A	Domessin_X	domessinois_A
Manéhouvillais_N	manéhouvillais_A	manéhouvillaise_A	Manéhouvillaise_N	Manéhouville_X
Espalaisien_N	espalaisien_A	espalaisienne_A	Espalais_X	Espalaisienne_N
licquois_A	Licques_X	Licquoise_N	licquoise_A	Licquois_N
ixer_V	ixage_N
Bessassoise_N	bessassois_A	Bessas_X	Bessassois_N
trangéenne_A	trangéen_A	Trangéen_N	Trangé_X	Trangéenne_N
alizéenne_A	Alizéen_N	alizéen_A	Alizéenne_N	Alizay_X
Loisinoise_N	loisinois_A	Loisin_X	Loisinois_N	loisinoise_A
Draizienne_N	Draize_X	draizienne_A	Draizien_N	draizien_A
Lescousse_X	escossois_A	escossoise_A	Escossoise_N	Escossois_N
Sacey_X	Sacéen_N	Sacy_X	Sacyate_N	sacéenne_A	Sacéenne_N	Sacé_X	Sacyat_N	sacyat_A	sacéen_A	Sassey_X
pifer_V	pifométrique_A	piffer_V	pif_A	pifométrie_N	pifomètre_N	beaujolpif_N
Chavagnac_X	Chavagnacois_N	Chavagnacoise_N	chavagnacois_A
chavignienne_A	chavignien_A	chavinéen_A	Chavignienne_N	Chavignien_N	Chavinéenne_N	chavinéenne_A	Chavigny_X	Chavinéen_N
implorateur_A	implorablefr_X	implorationfr_X	implorer_V	imploreurfr_X
haraucourtoise_A	Haraucourtois_N	Haraucourt_X	Haraucourtoise_N	haraucourtois_A
Brûlain_X	Brûlinoise_N	Brûlinois_N	brûlinois_A	brûlinoise_A
mâlon_N	malard_N	malart_X
ollainvillois_A	Ollainville_X	Ollainvillois_N	Ollainvilloise_N	ollainvilloise_A
Plounérinais_N	Plounérinaise_N	plounérinaise_A	Plounérin_X	plounérinais_A
Bainghenoise_N	bainghenois_A	Bainghen_X	bainghenoise_A	Bainghenois_N
Villesiclais_N	villesiclais_A	Villesiscle_X	villesiclaise_A	Villesiclaise_N
sialorrhée_N	hypersialorrhée_N
Donnery_X	donnerysien_A	Donnerysien_N	Donnerysienne_N	donnerysienne_A
hydrion_N	hydriefr_X
dyscrasier_V	dyscrasique_A	dyscrasie_N
brachayen_A	Brachay_X	Brachayenne_N	Brachayen_N	brachayenne_A
schtroumpfement_D	schtroumpfologique_A	langfrschtroumpfer_X	schtroumpfique_A	schtroumpfitude_N	enschtroumpfer_V	schtroumpfien_A	déschtroumpfer_V	reschtroumpfer_V	schtroumpferie_N	schtroumpfeur_A	schtroumpfologie_N	schtroumpfer_V	schtroumpfesque_A	schtroumpfisme_N
champcevinelloise_A	Champcevinel_X	champcevinellois_A	Champcevinellois_N	Champcevinelloise_N
miossaise_A	Miossais_N	miossais_A	Miossaise_N	Mios_X
Éclysienne_N	Écly_X	Éclysien_N	éclysien_A	éclysienne_A
luxembourgisme_N	luxembourgiste_X
écimer_V	écimage_N
atermoiement_N	atermoyer_V
Gabrièle_N	Gabrielle_N	Gaby_X	Gabrièla_X	Gabriella_X
albinéaine_A	Aubinoise_N	aubinois_A	Albinéain_N	Aubinois_N	Aubigné_X	Aubigny_X	albinéain_A	Albinéaine_N	aubinoise_A
aubignanaise_A	Aubignanaise_N	Aubignanais_N	aubignanais_A	Aubignan_X
josselinais_A	Josselinais_N	Josselinaise_N	Josselin_N
Badevel_X	Badevelloise_N	badevelloise_A	Badevellois_N	badevellois_A
repoireauter_V	poireau_N	poireauter_V
impeccablement_D	impeccable_X	langfrpéché_X	péché_N	peccant_A	peccamineux_A	pécheur_A
apparenter_V	apparentement_N
Rochenat_N	Rochenate_N	Rochesson_X	rochenate_A	rochenat_A
montgradaillaise_A	Montgradaillaise_N	montgradaillais_A	Montgradail_X	Montgradaillais_N
Vendel_X	vendelais_A	Vendelaise_N	vendelaise_A	Vendelais_N
Sairret_N	Belverne_X	Sairrette_N	sairrette_A	sairret_A
sonchampois_A	Sonchampoise_N	Sonchampois_N	Sonchamp_X	sonchampoise_A
Nodebaisien_N	nodebaisien_A	Nodebais_X	Nodebaisienne_N
Rantignysienne_N	Rantigny_X	Rantignysien_N	rantignysien_A	rantignysienne_A
Querquevillaise_N	Querqueville_X	querquevillais_A	Querquevillais_N
inostéatomefr_X	stéatome_N	ostéostéatomefr_X
allélophagie_N	allélophage_N
Tudelle_X	tudelloise_A	Tudelloise_N	Tudellois_N	tudellois_A
dithyrambe_N	dithyrambique_A
francocentriste_X	francocentrique_X	francocentré_A	francocentrage_X	francocentrisme_N
Vriangère_N	Vriange_X	vrianger_A	Vrianger_N	vriangère_A
dolomisé_X	dolomiser_X	dolomie_N	dolomisation_N	dolomitique_A
séviratla_X	sévir_V	séviralla_X
fourquesien_A	Fourques_X	Fourquesienne_N	fourcatin_A	Fourquesien_N	Fourcatine_N	Fourcatin_N
Fréjairollais_N	fréjairollais_A	Fréjairollaise_N	fréjairollaise_A	Fréjairolles_X
schématisablefr_X	schématiseurfr_X	schématiser_V	schématisation_N	schématisme_N	métaschématismefr_X	schématiséfr_X
Aucaleuc_X	aucaleuen_A	Aucaleuen_N	Aucaleuenne_N
ozevillais_A	Ozeville_X	Ozevillaise_N	ozevillaise_A	Ozevillais_N
Limeuilloise_N	Limeuillois_N	limeuilloise_A	limeuillois_A	Limeuil_X
sociocratie_N	sociocratique_X	sociocrate_X
Gerrotais_N	Gerrots_X	Gerrotaise_N	gerrotais_A	gerrotaise_A
abécédaire_A	abc_X	abcd_N
Gabisan_N	Gabisane_N	gabisane_A	gabisan_A	Gambaiseuil_X
incurvation_N	incurver_V
Soussinois_N	Souvigné_X	Souvignéenne_N	Souvignois_N	soussinois_A	souvinois_A	souvignéen_A	Souvignéen_N	Souvinois_N	Souvinoise_N	souvinoise_A	souvignoise_A	Soussinoise_N	souvignéenne_A	Souvignoise_N	soussinoise_A	souvignois_A
planifier_V	planificationfr_X	planifiéfr_X	planificateurfr_X
pugioniforme_A	poignardage_N	repoignarder_V	poignard_N	pugnalade_N	poignardement_N	poignarder_V	s'entrepoignarder_X
Lanassien_N	Lanassienne_N	lanassienne_A	lanassien_A	Lanas_X
sautourien_A	Sautourienne_N	Sautourien_N	Sautour_X
courrier_N	courrieller_V	pourriel_N	courrielleur_N	courriel_N	courriériste_N
Chavinoise_N	chavinois_A	Chavinois_N	Chavin_X	chavinoise_A
Rocheroise_N	Rocher_X	Rocherois_N	rocherois_A
Blavozy_X	blavozien_A	Blavozienne_N	Blavozien_N	blavozienne_A
Brassycoise_N	Brassy_X	brassycoise_A	brassycois_A	Brassycois_N
asianistique_X	asianisant_N	asianisation_X	asianiser_V
Menoncourtoise_N	menoncourtois_A	Menoncourt_X	Menoncourtois_N	menoncourtoise_A
bourdieusienfr_X	Bourdieu_X	bourdieuseriefr_X
Cremeaux_X	cremeausienne_A	cremeausien_A	Cremeausienne_N	Cremeausien_N
bosrobertoise_A	bosrobertois_A	Bosrobertoise_N	Bosrobertois_N	Bosrobert_X
rennemoulinoise_A	Rennemoulinoise_N	Rennemoulin_X	Rennemoulinois_N	rennemoulinois_A
Espagnacoise_N	Espagnac_X	Espagnacois_N	espagnacois_A	espagnacoise_A
Soubranais_N	soubranaise_A	Soubran_X	soubranais_A	Soubranaise_N
autheuillois_A	Autheuil_X	Autheuilloise_N	Autheuillois_N
Velettois_N	Velettoise_N	velettoise_A	velettois_A	Velet_X
néocapitalisme_N	néocapitalistefr_X
Orbelais_N	Orbelaise_N	Orbey_X	orbelaise_A	orbelais_A
effiloquer_V	effilocheur_N	effilocher_V	effiloché_V	effilochement_N	effiloche_V	effilochure_N	réeffilocher_V	effilochage_N
Chemellois_N	Chemellier_X	chemellois_A	Chemelloise_N
gastinois_A	gastinoise_A	Gastinoise_N	Gastins_X	Gastinois_N
Rutalais_N	Rutali_X	rutalaise_A	Rutalaise_N	rutalais_A
Gravelinoise_N	gravelinois_A	gravelinoise_A	Gravelinois_N	Gravelines_X
préfigurer_V	préfiguration_N
Bellovisien_N	bellovisien_A	Bellovisienne_N	Beaurevoir_X
ranger_X	rang_X	rangette_N	dérangement_N	rangée_N	rangement_N	arrangement_X
Plouray_X	Plouraysien_N	Plouraysienne_N	plouraysien_A	plouraysienne_A
bourricot_N	bourrique_N	bourriquet_N
Percialquoise_N	Percialquois_N	percialquois_A	percialquoise_A	Pressy_X
resabrer_V	sabreur_X	sabreuse_N	sabrage_N	sabrer_V
Perrouse_X	perrousienne_A	Perrousienne_N	Perrousien_N	perrousien_A
ploubezrien_A	ploubezrienne_A	Ploubezre_X	Ploubezrien_N	Ploubezrienne_N
savillarde_A	Savillard_N	Savilly_X	Savillarde_N	savillard_A
orgelétain_A	Orgelet_X	Orgelétaine_N	Orgelétain_N	orgelétaine_A
évidence_N	évident_A	évidemment_D
Fontrailles_X	Fontraillaise_N	fontraillaise_A	Fontraillais_N	fontraillais_A
thermosceller_V	thermoscellable_A
Robechisien_N	Robechisienne_N	robechisien_A	Robechies_X
Breitenauvienne_N	Breitenauvien_N	Breitenau_X	breitenauvien_A
Frison_X	frison_X	Frise_X
contrefactionfr_X	contrefaçonfr_X	contrefaire_V	contrefaitfr_X
Noyonnaise_N	Noyon_X	noyonnaise_A	noyonnais_A	Noyonnais_N
Séguroise_N	Ségurétain_N	Ségur_X	ségurois_A	ségurien_A	Ségurétaine_N	Ségurien_N	Ségurienne_N	Ségura_X	Ségurois_N	séguroise_A	ségurétain_A	Séguret_X
Marzannais_N	marzannais_A	marzannaise_A	Marzannaise_N	Marzan_X
louisianais_X	Sarrelouis_X	Clovis_N	louisianisation_N	louisianiser_V	Louisiane_X	Louis_N	Louisianais_X
tataouiner_V	tataouineux_N	tataouinage_N
connemaraïen_A	Connemaraïen_X	Connemaraïenne_X	connemaraïenne_A	Connemara_X
chlamyde_N	Chlamydiées_X	chlamydiée_N
Cairanne_X	Cairannais_N	Cairannaise_N	cairannais_A
Geu_X	gélusienne_A	gélusien_A	Gélusien_N	Gélusienne_N
Vertambozienne_N	Vertamboz_X	Vertambozien_N	vertambozienne_A	vertambozien_A
longmesnilienne_A	Longmesnil_X	longmesnilien_A	Longmesnilien_N	Longmesnilienne_N
Laetitien_N	laetitienne_A	laetitien_A	Liessies_X	Laetitienne_N
Amillisienne_N	Amillisien_N	Amillis_X	amillisienne_A	amillisien_A
varavillais_A	Varavillaise_N	Varavillais_N	Varaville_X	varavillaise_A
Tartaras_X	Tartarinaire_N	tartarinaire_A
freudiennement_D	freudismefrfreudisme_X	freudien_A
Longueillais_N	longueillaise_A	Longueil_X	Longueillaise_N	longueillais_A
négrifier_V	dénégrifier_V
Esquiulaise_N	Esquiule_X	esquiulais_A	Esquiulais_N
prémédité_V	préméditer_V	préméditation_N
rançonfr_X	rançonnage_N
tabaculture_N	tabacole_A	tabaculteur_N
ottwillerois_A	Ottwiller_X	Ottwillerois_N	Ottwilleroise_N	ottwilleroise_A
Champcella_X	Champcellouire_N	champcellouire_A
oudincourtois_A	Oudincourtois_N	oudincourtoise_A	Oudincourt_X	Oudincourtoise_N
Yermenonvillais_N	yermenonvillois_A	yermenonvillais_A	Yermenonvillaise_N	yermenonvillaise_A	Yermenonvillois_N	Yermenonville_X	yermenonvilloise_A	Yermenonvilloise_N
anodynie_N	anodyn_A
laire_X	complaisamment_D	laisance_X
lavure_N	laveuse_N	autolaveuse_N	lavoir_N	laver_X	lavement_N	lavage_N	laverie_N
hypoallergénicité_X	hypoallergénique_A
Brucourtois_N	brucourtoise_A	brucourtois_A	Brucourt_X	Brucourtoise_N
philatéliste_N	philatélique_A	philatélisme_N	aérophilatélie_N	aérophilatéliste_N	philatélie_N
acrochiriste_N	acrochirisme_N
chuchot_A	Chuchotte_N	Chuchot_N	Suxy_X
cochlée_N	cochléaire_A
occidentalisme_N	occidentalistefr_X
vitrouiller_A	Vitrouillère_N	vitrouillère_A	Vitrouiller_N	Vitreux_X
Asmontain_N	asmontain_A	Aumontzey_X	Asmontaine_N	Azmontaine_N	azmontain_A	Azmontain_N
Camposérusien_N	Champseru_X	camposérusien_A	camposérusienne_A	Camposérusienne_N
ussonnaise_A	Usson_X	Ussonnaise_N	ussonnais_A	Ussonnais_N
Villainville_X	Villainvillaise_N	villainvillaise_A	villainvillais_A	Villainvillais_N
Marzyat_N	marzyate_A	marzyat_A	Marzyate_N	Marzy_X
Fribourgeoise_N	Fribourg_X	Fribourgeois_N
trégomeurois_A	trégomeuroise_A	Trégomeur_X	Trégomeurois_N	Trégomeuroise_N
alcienne_A	auxyoise_A	Auxy_X	alcien_A	Alcien_N	auxyois_A	Auxyois_N	Alcienne_N	Auxyoise_N
xénon_N	xénonique_X	xénate_N	xénonate_N	perxénate_X	perxénonate_X	xénique_X
lascivement_D	lascif_A
Esnandaise_N	Esnandais_N	Esnandes_X	esnandaise_A	esnandais_A
Monestroloise_N	monestrolois_A	Monestrolois_N	monestroloise_A	Monestrol_X
phylloxéré_A	phylloxera_N	phylloxérique_A	préphylloxérique_A
Beynolan_N	beynolan_A	Beynolane_N	Beynost_X	beynolane_A
honer_V	honoir_X	honage_N
diarvillois_A	Diarville_X	Diarvilloise_N	Diarvillois_N	diarvilloise_A
ferblanterie_N	ferblantier_N
clairmaraisienne_A	Clairmaraisienne_N	clairmaraisien_A	Clairmarais_X	Clairmaraisien_N
branvillaise_A	Branvillais_N	branvillais_A	Brainville_X	Branville_X	Branvillaise_N
poulpe_N	poulpoïde_X	poulpique_X
vergonais_A	Vergonais_N	vergonaise_A	Vergonaise_N	Vergons_X
Fublainois_N	fublainoise_A	Fublaines_X	fublainois_A	Fublainoise_N
claquant_A	subclaquant_A
mayracois_A	Mayracoise_N	Mayrac_X	mayracoise_A	Mayracois_N
concorder_V	concorde_N	concordant_N	concordataire_A	concordat_N	concordance_N
valmigeroise_A	valmigerois_A	Valmigerois_N	Valmigeroise_N	Valmigère_X
Montguillonnais_N	montguillonnais_A	Montguillonnaise_N	Montguillon_X
Barbadienne_N	Bajane_X	barbadien_A	Barbadien_N	Bajan_X	bajane_X	barbadienne_A	Barbade_X	bajanne_X	Bajanne_X	bajan_X
Jarzé_X	Jarzéen_N	jarzéen_A	Jarzéenne_N
exsuder_V	exsudat_N	exsudation_N	exsudatif_A
déraper_V	dérapage_N
Vinon_X	Vinonnais_N	vinonnais_A	Vinonnaise_N	vinonnaise_A
Scye_X	rescier_V	sciage_N	scieuse_N	Scieur_N	Scieuse_N	scieur_N	sciablefr_X	sciure_N	scié_V	scierie_N	scier_V	scieriefr_X
floressacoise_A	Floressacois_N	Floressas_X	floressacois_A	Floressacoise_N
châtelan_A	Châtel_X	Châtelanne_N	châtelanne_A	Châtelan_N
Cornillé_X	Cornilléenne_N	Cornilléen_N	cornilléenne_A	cornilléen_A
Gratot_X	gratotaise_A	Gratotais_N	gratotais_A	Gratotaise_N
béalcourtoise_A	béalcourtois_A	Béalcourtoise_N	Béalcourt_X	Béalcourtois_N
burgaudine_N	burgau_N
xénophobie_N	xénophobe_A
Luréloise_N	Lurélois_N	luréloise_A	Luré_X	lurélois_A
bassenevillais_A	Bassenevillaise_N	Basseneville_X	Bassenevillais_N	bassenevillaise_A
lopine_A	Lavoye_X	Lopin_N	Lopine_N	lopin_X
exirois_A	Exiroise_N	exiroise_A	Exireuil_X	Exirois_N
stripper_X	stripping_N
émittance_N	émittancemètre_N
thanatophiliefr_X	thanatophilie_N	thanatophile_N
Niederhergheimoise_N	Niederhergheim_X	Niederhergheimois_N	niederhergheimois_A
Cayrac_X	cayracois_A	Cayracois_N	Cayracoise_N
chalençonnais_A	Chalençon_X	Chalençonnais_N	Chalençonnaise_N
Robillard_X	Robillotfr_X
Lorquinois_N	Lorquin_X	lorquinois_A	Lorquinoise_N
creisselloise_A	Creissellois_N	Creissels_X	Creisselloise_N	creissellois_A
rubimonastérien_A	Rougemontiers_X	rubimonastérienne_A	Rubimonastérien_N	Rubimonastérienne_N
clivage_N	cliver_V	clivant_A
Didymionfr_X	didymienfr_X	Didymes_X
Blaton_X	Blatonien_N	Blatonienne_N	blatonien_A
Bazarnaise_N	bazarnais_A	bazarnaise_A	Bazarnes_X	Bazarnais_N
cachysienne_A	Cachysien_N	Cachy_X	cachysien_A	Cachysienne_N
Aguilcourtoise_N	Aguilcourt_X	Aguilcourtois_N	aguilcourtoise_A	aguilcourtois_A
Melletois_N	Mellet_X	Melletoise_N	melletois_A
paraxylène_X	orthoxylène_X	xylène_N	métaxylène_X
Loudunaise_N	loudunais_A	loudunaise_A	Loudunais_N	Loudun_X
vallée_N	valléenfr_X	valloisfr_X
livernonoise_A	Livernonoise_N	Livernon_X	Livernonois_N	livernonois_A
