Wannerův_X	Wannerovi_X	Wannerová_N	Wanner_X	wannen_X
kancelářský_X	kancelista_N	kancelistka_X	kancelář_N
vězena_X	vězeni_X	vězeno_X	vězen_V	vězeny_X
jedenáctka_X	jedenáctý_C	jedenáctinásobek_X	jedenáctinásobně_X	jedenáct_C	jedenáctinásobný_C	jedenáctiúhelník_N	jedenácteronásobný_X
stranický_A	nestraník_N	stranový_X	stranicky_X	jednostranný_A	dvoustranný_X	stranit_X	stránkovat_X	všestrannost_X	nestranice_X	všestranně_X	jednostrannost_X	oboustranný_A	nestranně_X	nadstranickost_N	stranickost_N	nadstranický_X	strana_N	jednostranně_X	dvojstranný_X	dvojstrana_X	nestranický_X	odstranit_V	všestranný_A	půlstrana_X	straník_X	čtvrtstrana_X	nestrannost_X	oboustrannost_X	stranou_X	odstraňovaný_X	odstraňovat_V	stránka_N	nestranný_A	postranice_X	odstraňovač_X	oboustranně_X	odstraněný_X	trojstranný_X	vnitrostranický_A	odstraňování_X	protistrana_X	stránkový_X	čtyřstranný_X	odstranění_X
sichrhajcka_N	sichr_X
docentka_X	docent_N	docentský_X	docentura_X
brouzdat_X	brouzdaliště_N	brouzdání_X
klobouček_N	kloboukový_A	kloboučnice_X	klobouk_N	kloboučnictví_X	kloboučník_N	kloboučnický_X
bimetalický_X	bimetalistický_X	bimetalizmus_N	bimetalismus_N	bimetalicky_X	bimetal_X	bimetalisticky_X	bimetalový_A
pultový_X	podpultový_X	pult_N	barman_N	mbar_X	barmanský_X	bar_N	barpult_X	barový_A	barmanka_N
jestřábník_X	jestřáb_N	jestřábek_X	jestřábí_A	jestřábice_X
katalanistův_X	Katalánsko_N	katalánština_N	katalanista_N	katalanistka_X	katalanistika_X	katalánsky_D	katalánský_A	Katalánka_X	Katalánec_X	katalanismus_X
absolutista_X	absolutizmus_N	absolutismus_N	absolutistka_X	absolventský_A	absolventka_X	absolvovat_V	absolvent_N	absoluce_X	absolutistický_X	absolutno_X	absolventův_A	absolutní_A	absolutorium_X	absolutisticky_X
patolízalství_X	opatek_N	patka_X	patolízal_N	patice_X	patní_A	patolízalsky_X	patník_N	pat_N	lízat_V	pata_N	liz_N	vylizovat_X	patolízalský_X	lízátko_X	lízávat_X	patička_X	patový_X	slízat_X
vraní_X	vraníček_X	Havraspár_N	vrána_N	vraník_N	havran_N	havraní_A	vraně_X	havraspárský_X	vranec_X	havránek_X	vranka_N	vraný_A
supervulkán_X	vulkanicky_X	vulkanologie_N	vulkán_N	stratovulkán_X	vulkanoložka_N	vulkanolog_N	vulkanologický_X	vulkanický_X
močůvkový_X	močovinový_X	močení_X	močit_V	moč_N	močopudný_A	močovina_N	močový_A	močůvka_N
vyslýchání_X	vyslechnout_X	sluchový_X	doslech_X	slech_N	slyšitelný_A	sluch_N	sluchátko_N	sluchátkový_X	zaslechnout_X	poslechnout_X	slyšet_V	poslech_X	slýchat_X	slyšení_X	poslouchat_V	sluchadlo_X	poslušný_X	poslechši_X	naslouchat_X	posluchačstvo_X	slýchávat_X	oslyšet_V	posluchačka_X	posluchačův_X	poslouchání_X	slyšitelně_X	naslouchátko_N	uslyšet_V	posluchač_N	poslechše_V	poslušnost_N	slyšitelnost_X	vyslýchat_X	vyslýchaný_X	vyslyšet_V	náslech_X	poslušně_X	výslech_N	přeslech_X
Ománec_X	ománský_A	Ománka_X	Omáňanka_X	Omáňan_X	Omán_N
